steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss
10000	50	65.32381081581116	0.0	0.0	0.0	0.0	0.0	1.0455033040717243	0.027154010272759477	0.6818096601963043	-0.5665800288598984
20000	100	125.79168796539307	0.0	0.0	0.0	0.0	0.0	69.10997125244141	0.05569747612603768	200.84530170440675	0.7287109419703484
30000	150	181.6404139995575	0.0	0.0	0.0	0.0	0.0	13.220476663714274	0.024856073469076676	24.788708194494248	-1.1333879426121711
40000	200	236.9075529575348	0.0	0.0	0.0	0.0	0.0	24.59085876393318	0.07967320823526279	20.37363406419754	-1.1622853362560273
50000	250	292.3883559703827	0.0	0.0	0.0	0.0	0.0	-1.3317865850701929	0.34375947728694883	22.158438193798066	-0.7388598227500915
60000	300	348.13269686698914	0.0	0.0	0.0	0.0	0.0	109.80811721801757	0.06826743394390246	523.8899569702148	-0.8232606321573257
70000	350	402.0525498390198	0.0	0.0	0.0	0.0	0.0	46.50983169746399	0.09307546749390667	185.22573419570924	-1.355411102771759
80000	400	467.10102891921997	0.0	0.0	0.0	0.0	0.0	32.49468034553528	0.06662343084001895	77.06879689693451	-0.2340109531581402
90000	450	526.5576860904694	0.0	0.0	0.0	0.0	0.0	26.460158850096168	0.10050430182921627	28.247808830738066	0.13768910765647888
100000	500	583.0410718917847	0.0	0.0	0.0	0.0	0.0	24.2586338943243	0.13120473651661588	56.59497784137726	-1.0513523331284522
110000	550	639.9160568714142	0.0	0.0	0.0	0.0	0.0	17.704708404302597	0.11044754316058789	64.54468146800995	-2.0868213866651057
120000	600	695.9246520996094	0.0	0.0	0.0	0.0	0.0	57.09837487220764	0.07320173098569994	145.70253546714784	0.8851758693903684
130000	650	751.2163200378418	0.0	0.0	0.0	0.0	0.0	37.13326050350815	0.11539515071294112	148.2319930934906	-0.34048459097743033
140000	700	806.264683008194	0.0	0.0	0.0	0.0	0.0	11.288549101568758	0.08086819971152318	58.25499766439199	0.1590777611732483
150000	750	861.1276519298553	0.0	0.0	0.0	0.0	0.0	33.713340030029414	0.09632442691922892	93.93492949485778	0.9500351202487946
160000	800	916.4816620349884	0.0	0.0	0.0	0.0	0.0	7.902065668106079	0.10100093111703655	69.11554099082947	0.0721993711590767
170000	850	971.2998609542847	0.0	0.0	0.0	0.0	0.0	43.10684815648198	0.06853440228966719	137.06309218406676	-1.7678470030426978
180000	900	1026.3789467811584	0.0	0.0	0.0	0.0	0.0	9.496599327154458	0.09642055769750152	10.661473605632782	0.5860092097520828
190000	950	1082.4108810424805	0.0	0.0	0.0	0.0	0.0	-0.7189407100677491	0.09096541068847716	61.041534690856935	-2.185120737552643
200000	1000	1137.8261439800262	0.0	0.0	0.0	0.0	0.0	-10.153624170303345	0.07827992779681107	42.49682954400778	0.10077307537198067
