steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss
10002	162	59.60264611244202	90.4	112.5	40.439804373633876	120.0	29.0	48.249399921417236	0.5207738738395273	174.1992213821411	-3.692294965982437
20083	243	152.28724718093872	192.8	193.5	7.6274358586472415	200.0	184.0	30.89165577864647	0.482405381500721	3.5099912655353545	0.42831038385629655
30088	308	228.15283203125	147.5	151.0	12.536613046060992	162.0	130.0	17.117919955551624	0.40936310731898995	1.7510437309741973	0.7117035730928183
40056	371	305.7052662372589	106.8	107.5	3.9665266081716046	112.0	100.0	25.373159257352352	0.3363429896662128	0.9879130882024765	0.5605841618776322
50111	436	383.5813522338867	197.5	200.0	7.905694150420948	200.0	175.0	2.2682255485355856	0.37219762970489684	7.165432835966349	-0.23075648743659258
60077	503	451.0845980644226	126.4	125.5	11.927559124425528	147.0	109.0	6.076754088878632	0.4881674316637218	0.27150797873735427	-0.2112221584841609
70073	586	510.3859672546387	125.3	125.5	11.045863982102581	147.0	107.0	8.549807423636317	0.45703236214909704	0.18492753066122533	0.040638822913169864
80098	664	588.5597863197327	126.4	124.5	10.77239269820983	148.0	109.0	4.954225818574429	0.4321073272610083	0.28256085693836214	-0.2775424740090966
90038	752	666.2859842777252	114.1	113.0	7.1094616142464995	125.0	102.0	-5.905231635987759	0.4256201032837853	1.11656223654747	0.386688588373363
100000	838	754.7009632587433	120.3	123.0	8.781925883439362	135.0	109.0	-5.250400518625975	0.4353112213439308	2.4335854959487917	-1.074293196797371
