steps	episodes	elapsed	mean	median	stdev	max	min	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss
10000	100	142.37758111953735	0.0	0.0	0.0	0.0	0.0	0.035448901450786836	-0.6889450147461432	-17.024794617652894	0.17619220779940953	9.940030970573424	0.14834529478102923
20000	200	283.4667992591858	0.0	0.0	0.0	0.0	0.0	0.03652707415704544	-0.5578341798570293	-17.164179849117993	0.18081682413106318	7.208257246017456	-0.2630178767815232
30000	300	425.46977710723877	0.0	0.0	0.0	0.0	0.0	0.036638250017268024	-0.5176060245109674	-18.839390994518997	0.1206491737559918	1.9755607801675796	-0.37350673899054526
40000	400	567.6553180217743	0.0	0.0	0.0	0.0	0.0	0.036654284032873616	-0.4866902649235458	-14.856012575671077	0.05183245353124494	0.688752897568047	0.10259325928986072
50000	500	709.5154132843018	0.0	0.0	0.0	0.0	0.0	0.036502713604997364	-0.46662148081530364	-16.597942864514888	0.05360274564967903	0.38932716760784386	-0.15629372566938401
60000	600	851.151846408844	0.0	0.0	0.0	0.0	0.0	0.03619030121172595	-0.45815522660716224	-18.10596498131007	0.024817200653597524	0.2879621190577745	-0.1974945019185543
70000	700	992.6621534824371	0.0	0.0	0.0	0.0	0.0	0.03562601357561983	-0.49345057354660044	-24.83407628171146	0.07445777981264928	4.531474218368531	-0.011711551770567895
80000	800	1135.0959906578064	0.0	0.0	0.0	0.0	0.0	0.03522900289297104	-0.5102145748913288	-26.060381818950177	0.06807469467799547	1.410657242536545	0.18124784983694553
90000	900	1275.8595707416534	0.0	0.0	0.0	0.0	0.0	0.03492543460062015	-0.522076702288552	-23.542819453626873	0.04011534778545001	0.705914547033608	0.07250752449035644
100000	1000	1416.9090752601624	0.0	0.0	0.0	0.0	0.0	0.034660437033438955	-0.5319993218380801	-24.89934998229146	0.038354263748452466	0.3566127615608275	0.33395789951086047
110000	1100	1556.880399465561	0.0	0.0	0.0	0.0	0.0	0.03427176107896429	-0.5653795269865443	-25.612685836195947	0.08851439292875148	7.405266885757446	0.3682958757132292
120000	1200	1696.8887350559235	0.0	0.0	0.0	0.0	0.0	0.03421509049220553	-0.5771919538723176	-27.70004035229236	0.055603635173371004	2.3267565473914145	-0.03829695329070091
130000	1300	1838.4556107521057	0.0	0.0	0.0	0.0	0.0	0.034094339035451414	-0.5839632029682398	-56.24007001969218	0.37499968178039716	120.87729729652405	12.127212657928467
140000	1400	1981.2024686336517	0.0	0.0	0.0	0.0	0.0	0.03359128572139889	-0.623147859275341	-34.42887627619505	0.04343055747801736	0.9572972373664379	-0.10312034234404564
150000	1500	2123.531937599182	0.0	0.0	0.0	0.0	0.0	0.033109421451576054	-0.6605414935648442	-36.8319306486398	0.04473170159589063	1.3457010620459915	0.27654109984636305
160000	1600	2266.500501871109	0.0	0.0	0.0	0.0	0.0	0.032660792076028886	-0.7055842781960964	-39.3747867526412	0.02505174356686962	0.2393230137974024	0.18715707063674927
170000	1700	2408.6785192489624	0.0	0.0	0.0	0.0	0.0	0.03211197682190686	-0.7625794807374477	-44.795822159469125	0.024301410511644007	0.35460905093699696	0.3116265931725502
180000	1800	2550.75891661644	0.0	0.0	0.0	0.0	0.0	0.03164684564899653	-0.8300521325469017	-49.808245198249814	0.020119913262341072	0.5805084066092968	0.5098520042747259
190000	1900	2692.3752629756927	0.0	0.0	0.0	0.0	0.0	0.03121144250873476	-0.8960879543721676	-46.16513830579817	0.021680283552747825	0.32376806929707524	-0.0870477282628417
200000	2000	2834.310158252716	0.0	0.0	0.0	0.0	0.0	0.030970979915000498	-0.9366558074355126	-49.002039142683145	0.05036834886924044	0.8537051114067435	-0.44105567269027235
210000	2100	2975.873558998108	0.0	0.0	0.0	0.0	0.0	0.03061105784215033	-1.0085889749825	-50.89720115828514	0.08194507104594959	3.8054626643657685	-0.2559350682795048
220000	2200	3117.637247800827	0.0	0.0	0.0	0.0	0.0	0.03065537135489285	-1.056364945203066	-44.475630337685345	0.07296777994138984	2.155706788301468	-0.1526393629424274
230000	2300	3259.186777830124	0.0	0.0	0.0	0.0	0.0	0.030947370866313578	-1.0860321155190469	-40.65730018521845	0.05208495848571533	0.7208775883540511	0.3312900688871741
240000	2400	3401.9537720680237	0.0	0.0	0.0	0.0	0.0	0.031286923315376046	-1.0977749399542809	-42.87460801807046	0.0278076067827933	0.331636572740972	0.14071367740631102
250000	2500	3544.5023515224457	0.0	0.0	0.0	0.0	0.0	0.031390890618786214	-1.1258887440562249	-43.828484930992126	0.02306734328389348	0.8967770486325025	0.40426461219787596
260000	2600	3687.289935350418	0.0	0.0	0.0	0.0	0.0	0.031760752794332804	-1.135584727346897	-43.70929600197077	0.016669804423443485	0.5042285229638219	-0.46357124954462053
270000	2700	3829.1695442199707	0.0	0.0	0.0	0.0	0.0	0.03168672592472285	-1.1699566622972488	-79.5961443696022	0.4502651549745351	79.66505607604981	-0.4230281463265419
280000	2800	3970.997083425522	0.0	0.0	0.0	0.0	0.0	0.03204996485915035	-1.181369128704071	-41.7175824842453	0.03927760986812791	0.5692046313732863	-0.14030014101415872
290000	2900	4112.849598169327	0.0	0.0	0.0	0.0	0.0	0.03231831631157547	-1.1870472558140754	-45.51525392417609	0.029910327916179084	0.8550348391616717	-0.31390621967613697
300000	3000	4255.311099290848	0.0	0.0	0.0	0.0	0.0	0.03267235433217138	-1.189122651875019	-48.3011867929399	0.022314693738695497	0.3227838340308517	-0.008329713903367519
310000	3100	4396.484675168991	0.0	0.0	0.0	0.0	0.0	0.033089296736754474	-1.1815822917222976	-46.90797652989626	0.014145541371354738	0.7397385326772928	-0.035434786975383756
320000	3200	4539.602206468582	0.0	0.0	0.0	0.0	0.0	0.03370064585376531	-1.167560476899147	-40.59477384084463	0.007342145786346464	0.3191235668025911	0.23259107291698455
330000	3300	4680.725790739059	0.0	0.0	0.0	0.0	0.0	0.0342690897481516	-1.1431166871786118	-38.18279618388414	0.006902820508143577	0.6573097000271082	0.3290022087097168
340000	3400	4822.687480688095	0.0	0.0	0.0	0.0	0.0	0.0348840846568346	-1.094798380970955	-35.7214738868475	0.008472868991028577	0.519739192482084	-0.01988745927810669
350000	3500	4964.469794750214	0.0	0.0	0.0	0.0	0.0	0.035033564541488885	-1.0690568135380745	-35.27992905414104	0.011790212510885568	0.4687471329048276	-0.11224500834941864
360000	3600	5107.34464263916	0.0	0.0	0.0	0.0	0.0	0.03512349555641413	-1.0556465869545937	-31.038579306319356	0.020643555566121505	0.35870596013963224	0.11273528813384473
