steps	episodes	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates
12288	12	0.21776346862316132	-3.5611384386817613	-80.4135104598999	0.6450125540196896	263.88645820617677	-0.05178479949012399	1920
24576	24	0.19120221585035324	-4.944466813157002	-290.30379914855956	0.5979210302233696	1148.6704110717774	-0.06790224029682576	3840
36864	36	0.18358038862546286	-5.4585516610079345	-416.03113732910157	0.5760641329884529	1867.4595288085939	-0.06192326322197914	5760
49152	48	0.20312510803341866	-5.627510579302907	-475.9759195251465	0.5638376012146473	2151.054125366211	-0.059835848193615676	7680
61440	60	0.20978941023349762	-5.716417115430037	-510.45876208496094	0.5367032073587179	2353.037164916992	-0.05368216598406434	9600
73728	72	0.2085485210021337	-5.765426550888353	-525.5173915100098	0.4995708670243621	2329.3343701171875	-0.04683110069483518	11520
86016	84	0.20851377149422964	-5.826210630436738	-535.6000487670898	0.48972103925887495	2476.3363229370116	-0.04892331784591079	13440
98304	96	0.21507292613387108	-5.8818737824137015	-544.5346477050781	0.48831897516548634	2469.3276635742186	-0.04703401213977486	15360
110592	108	0.2225403686364492	-5.904733989801672	-545.6751845397949	0.4833988669924438	2641.731665344238	-0.058802703730762004	17280
122880	120	0.22408073395490646	-5.919276281942924	-541.8321913146973	0.4761112275486812	2349.920234375	-0.0478421151265502	19200
135168	132	0.22657150797771686	-5.930982976926096	-551.173980834961	0.4919315497772768	2436.4795169067384	-0.05280616089701653	21120
147456	144	0.23034815531637934	-5.955127249782284	-553.1247085876465	0.48237262106407436	2441.142850341797	-0.04451182752847672	23040
159744	156	0.2325154978495378	-5.985956018360762	-572.0366875610351	0.49039914582669736	2876.5499270629884	-0.05187559395097196	24960
172032	168	0.2398864704938162	-6.013289823950756	-572.0780246887207	0.4728149493923411	2530.318533935547	-0.03062832306139171	26880
184320	180	0.26225885881317984	-6.028223162723912	-537.5389940490722	0.4246049304995686	2602.804146118164	-0.04479366717394442	28800
196608	192	0.28280900480846566	-6.044486977625638	-556.5265237426757	0.44955627982784063	2542.322453613281	-0.03894681366160512	30720
208896	204	0.3280291247601603	-5.964776570160015	-525.4778153076172	0.36448603752814235	1891.9880917358398	-0.03300044365227223	32640
221184	216	0.3494892368714015	-5.907909373856253	-509.5375917663574	0.4977893031076528	2083.0250355529784	-0.04131285401061177	34560
233472	228	0.3737409548801288	-5.877835146559958	-380.6864875793457	0.13251759890536777	1302.6843516540528	-0.033722780011594296	36480
245760	240	0.3721085404356321	-5.496450200056036	-178.02152195739745	0.013719140400644392	90.04189414024353	-0.004149206196889282	38400
258048	252	0.36482421817287564	-5.081413664869846	6.670771568775177	5.183295529695897e-05	31.265555341243743	0.0030485083162784575	40320
270336	264	0.3585372172070272	-4.834055628175989	392.1771162261963	0.47720723266433923	485.1479945373535	-0.06907483889721334	42240
282624	276	0.3584464198869208	-4.803959461549918	-2.1691417073011396	0.5250300357902888	81.44917881011963	-0.08410822629928588	44160
294912	288	0.3591065713100963	-4.617989780484802	-32.23962326812744	0.0017698265790932054	4.759989545047283	-0.003048646878451109	46080
307200	300	0.352485174536705	-4.309608165721099	109.80882748413086	1.858688315207635e-05	167.5282619857788	0.008609028737992049	48000
319488	312	0.3456129618944266	-4.031488771908558	184.29744441223144	2.419518314623476e-07	325.19616422176364	0.001549439113587141	49920
331776	324	0.3387897180186378	-3.782473963259915	214.93955479431153	2.1434715761672886e-08	404.63823307037353	0.0035148058366030453	51840
344064	336	0.3322309278661296	-3.56296448081377	221.5273928527832	2.217138042694078e-06	402.9093089866638	0.0022016141004860402	53760
356352	348	0.3347591706391039	-3.3754597949399345	230.73767707824706	0.008639533851971463	284.29080080986023	-0.009603240434080363	55680
368640	360	0.33088980731036927	-3.3464861796134047	93.46653220367432	0.5007823100425303	18.468525590896608	-0.08626757675781846	57600
