steps	episodes	elapsed	mean	median	stdev	max	min	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss
10000	100	143.56111025810242	0.0	0.0	0.0	0.0	0.0	0.032825412013782904	-0.7005715261494072	-38.21883303070069	0.06950770472278237	103.71410823822022	1.4977558615803719
20000	200	283.724463224411	0.0	0.0	0.0	0.0	0.0	0.025983179573160715	-0.9401125750393989	-56.38382524871826	0.005842728390111915	201.3297918701172	0.8750802066922188
30000	300	421.10446977615356	0.0	0.0	0.0	0.0	0.0	0.022496704036035597	-1.096760827449994	-63.4863402633667	0.0035608578127805687	224.74353240966798	0.7887166634202003
40000	400	560.3042860031128	0.0	0.0	0.0	0.0	0.0	0.020179382647769764	-1.2213964757967728	-73.27084149169922	0.000506648541651721	331.36534255981445	-1.1621119847893715
50000	500	698.9426782131195	0.0	0.0	0.0	0.0	0.0	0.018525296807862246	-1.3165194631810897	-75.33308330535888	0.000513424333035772	362.29569458007813	-0.9321585047245026
60000	600	837.6544218063354	0.0	0.0	0.0	0.0	0.0	0.01735155981503682	-1.3876032807349832	-76.622184425354	0.0005165368992233184	382.2059996032715	-0.8042949193716049
70000	700	977.3441185951233	0.0	0.0	0.0	0.0	0.0	0.016423020293533583	-1.4480373275124268	-79.64895539855956	0.0004996936917228397	368.26429733276365	0.5361708408594131
80000	800	1121.8080904483795	0.0	0.0	0.0	0.0	0.0	0.015645167616009713	-1.5035541964318604	-82.76677225494385	0.00030406020914941934	452.79342498779295	-0.7886070567369461
90000	900	1262.7368144989014	0.0	0.0	0.0	0.0	0.0	0.014958866377749281	-1.5578569525486496	-87.10162507629394	0.00014842176783930406	440.89882995605467	0.9948570027947425
100000	1000	1403.301649093628	0.0	0.0	0.0	0.0	0.0	0.01433612584647998	-1.6120252977700715	-90.9897307510376	7.340281681680727e-05	488.8871368408203	0.7871890607476234
110000	1100	1543.929574251175	0.0	0.0	0.0	0.0	0.0	0.013771942149353353	-1.6650726183730138	-96.7691888961792	4.344618279090073e-05	520.3681216430664	1.2797684228420259
120000	1200	1684.6586656570435	0.0	0.0	0.0	0.0	0.0	0.013259907965245184	-1.7162405695692162	-100.2029559173584	2.70315360356731e-05	623.7470532226563	-1.859624091386795
