steps	episodes	elapsed	mean	median	stdev	max	min	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss
10000	100	193.64887595176697	0.0	0.0	0.0	0.0	0.0	0.024957922669366386	-0.9948020212185116	-69.72716654279829	0.2092286948438586	968.1803407287598	-4.684740850925445
20000	200	384.97974586486816	0.0	0.0	0.0	0.0	0.0	0.023072665103544027	-1.1865223201815611	-51.3843418802619	0.08215539401358746	307.61019012451175	5.524352533817291
30000	300	577.2748026847839	0.0	0.0	0.0	0.0	0.0	0.021989879896864295	-1.3152313494187198	-66.9959568552971	0.2685830570881966	454.51406524658205	10.459979434013366
40000	400	769.4281449317932	0.0	0.0	0.0	0.0	0.0	0.019794940407453582	-1.5714806355327033	-142.03108575820923	0.23822291621288855	885.9196348571777	-3.984289526939392
50000	500	961.6977694034576	0.0	0.0	0.0	0.0	0.0	0.01817553948897582	-1.8234608544394948	-156.7958649482727	0.3381821473777681	1525.2554541015625	8.231556632518767
60000	600	1153.0239732265472	0.0	0.0	0.0	0.0	0.0	0.017301786397424582	-1.944759324672592	-135.78705070877075	0.2992779838155477	1182.2488244628905	9.25394223332405
70000	700	1345.4073252677917	0.0	0.0	0.0	0.0	0.0	0.015715113157323723	-2.2536525605434052	-152.83659439849853	0.15153012790067505	848.421989440918	12.427944912910462
80000	800	1539.337768793106	0.0	0.0	0.0	0.0	0.0	0.0148618956473656	-2.391034640003741	-180.54521217346192	0.10972823833039963	1226.8134902954102	-2.273480207324028
90000	900	1731.5257380008698	0.0	0.0	0.0	0.0	0.0	0.013746646057120835	-2.6466981154981775	-198.21410974884034	0.1279035594124073	943.7063578796386	2.2230154484510423
100000	1000	1923.6999552249908	0.0	0.0	0.0	0.0	0.0	0.013005582143066071	-2.7839753156141516	-87.76905589866638	0.04893518855283548	376.10759754180907	2.488726537823677
110000	1100	2115.289482116699	0.0	0.0	0.0	0.0	0.0	0.012677355894273552	-2.759960739730236	-83.5700967015624	0.04234491716496311	306.498519821167	5.029834362864494
120000	1200	2306.5160117149353	0.0	0.0	0.0	0.0	0.0	0.01250930720323492	-2.7137027712371857	-116.05861775970459	0.04371725390330967	526.1738637542725	-10.924626383781433
130000	1300	2498.516680240631	0.0	0.0	0.0	0.0	0.0	0.011830156808369793	-2.751248965301551	-116.28093384456635	0.0377367252990033	235.24587551116943	-0.9459461808204651
140000	1400	2689.406259059906	0.0	0.0	0.0	0.0	0.0	0.01051502192521002	-2.923331704232842	-137.9390029373169	0.033020118428117785	865.1178778076172	-9.635486772060395
150000	1500	2880.9827964305878	0.0	0.0	0.0	0.0	0.0	0.009384491262608208	-3.0220996748842297	-65.02557774221897	0.020168740259132092	124.08421415328979	4.56066132247448
160000	1600	3073.4162509441376	0.0	0.0	0.0	0.0	0.0	0.00852722449216526	-3.1100559829622507	-110.3817836689949	0.02131899331448578	214.64078609466551	3.9534214222431183
170000	1700	3264.726804256439	0.0	0.0	0.0	0.0	0.0	0.007932294781901874	-3.1707895142808558	-138.0991278038025	0.02855539712923729	424.90247955322263	1.9436403423547746
180000	1800	3455.9715321063995	0.0	0.0	0.0	0.0	0.0	0.0074041561238700525	-3.211828651562333	-130.92800683814286	0.025934859811140052	120.18969537734985	-3.2931445974111555
190000	1900	3646.842664718628	0.0	0.0	0.0	0.0	0.0	0.006881486620171927	-3.2610348299741747	-153.4972603302002	0.04744788545331956	1059.6980920410156	-5.029224169254303
200000	2000	3838.3438103199005	0.0	0.0	0.0	0.0	0.0	0.00687414130702382	-3.2000606366097926	-104.31248967421055	0.018583589765255742	219.51540662765504	3.365780123472214
210000	2100	4030.3804290294647	0.0	0.0	0.0	0.0	0.0	0.006537495842378121	-3.193420019477606	-129.9528867690563	0.014736231722019398	179.1722257232666	-4.115389121770859
220000	2200	4222.283669233322	0.0	0.0	0.0	0.0	0.0	0.006625283998146187	-3.0555082460343836	-131.50002862632275	0.014998123132955026	128.79154432296752	-0.07990041553974152
230000	2300	4414.991502046585	0.0	0.0	0.0	0.0	0.0	0.006546343312948011	-3.0294615148752926	-148.34320873451233	0.037316885817233	725.2784918212891	1.8646783256530761
240000	2400	4608.300082206726	0.0	0.0	0.0	0.0	0.0	0.006039447716146242	-3.2195083243101834	-223.06852898406981	0.058968431141347144	1343.3911489868165	4.412803057432175
250000	2500	4800.36204791069	0.0	0.0	0.0	0.0	0.0	0.005367626362523879	-3.5531968960613014	-326.4616769104004	0.06650811302557694	4543.287553710938	-5.027301599979401
260000	2600	4992.792897224426	0.0	0.0	0.0	0.0	0.0	0.004883920410306018	-3.8996919025033714	-298.81027786254884	0.09253243652391957	4362.426096191406	-0.08569227457046509
270000	2700	5185.436815500259	0.0	0.0	0.0	0.0	0.0	0.004437464834110869	-4.184400861009955	-274.4180179748535	0.10734282103612472	1934.9899853515626	7.939551397562027
280000	2800	5378.545623540878	0.0	0.0	0.0	0.0	0.0	0.004019375301497348	-4.478570972189307	-298.31918364715574	0.11755911318188776	1557.9783102416993	-5.296183457076549
