steps	episodes	average_discriminator_loss	average_D_output	average_mod_rewards	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates
1024000	500	-1.8143005768060685	-0.9492591005563736	nan	-0.9492591255552065	-1.1370536	0.45527014	0.088906414732337	0.011171033335849644	160000
2048000	1000	-1.5763101896047593	-0.8349782624840736	nan	-0.8349782746563001	-0.23394123	0.4891032	0.0939493553340435	-0.019090650733560324	320000
3072000	1500	-1.2155637469291687	-0.7150400177016855	nan	-0.7150400269911968	-0.2618822	0.4666466	0.07656893584877253	-0.0016984193865209817	480000
4096000	2000	-0.8099433062076569	-0.6133143962005851	nan	-0.6133144025248153	0.4776807	0.46827668	0.06331801909953355	-0.018420049659907817	640000
5120000	2500	-1.6421589179039002	-0.5720763466074131	nan	-0.5720763533456575	-0.67054176	0.41446272	0.048028182387351986	0.022206340776756407	800000
6144000	3000	-0.5795537305176258	-0.5163573558888553	nan	-0.5163573562194352	1.9699502	0.43808344	0.02498086971230805	-0.03706371113657951	960000
7168000	3500	-1.7854834719896318	-0.48323040261964445	nan	-0.48323039958778136	1.6119002	0.5069132	0.05267862908542156	-0.010864438284188508	1120000
8192000	4000	-0.49779591062664985	-0.46762914327991895	nan	-0.4676291414229074	-2.4853492	0.46848208	0.03340802008286119	-0.023225806690752505	1280000
9216000	4500	-1.4333512551784515	-0.44174914411450217	nan	-0.44174914352194605	-1.6421831	0.43898642	0.03859275644645095	-0.019864207413047553	1440000
10240000	5000	-0.4481337888538837	-0.41933200012217275	nan	-0.41933199921098596	1.8165425	0.46481732	0.026738165486603974	-0.01859259532764554	1600000
11264000	5500	-1.0967245487570763	-0.4180457071695392	nan	-0.41804570578892414	0.93094546	0.47828004	0.06482746485620737	-0.00622879758477211	1760000
12288000	6000	-0.8035065532922745	-0.4299936737859389	nan	-0.4299936722038261	-1.2414328	0.4565233	0.0642935249209404	-0.01316587071865797	1920000
13312000	6500	-1.1806239386200905	-0.4251473708445421	nan	-0.42514737032768696	0.25576904	0.47600406	0.05884922228753567	-0.023873500619083644	2080000
14336000	7000	-0.7427414273023605	-0.4219946992698325	nan	-0.42199469967172343	-1.4614367	0.48513797	0.04331096053123474	-0.006367058353498578	2240000
15360000	7500	-0.6491466535329818	-0.4242437286527517	nan	-0.4242437284937008	0.25519788	0.4521903	0.03828036477789283	-0.004204996805638075	2400000
16384000	8000	-0.9482714973688126	-0.41038158013965587	nan	-0.41038157987360774	0.02155387	0.49128374	0.04716161200776696	-0.012649330906569958	2560000
17408000	8500	-0.6356719827055931	-0.3950996118659318	nan	-0.39509961223573087	-1.5375671	0.45063278	0.05008880347013474	-0.008259222619235515	2720000
18432000	9000	-0.5608387603461742	-0.382389373688881	nan	-0.38238937440906345	-0.1301416	0.4631255	0.05585464064031839	-0.02489949069917202	2880000
19456000	9500	-0.6674482189416885	-0.37986852592506787	nan	-0.379868526602516	0.45840597	0.4684153	0.06503968991339207	0.006085260277613997	3040000
20480000	10000	-0.6923504539132118	-0.38586210034007673	nan	-0.38586210124102505	-1.2309813	0.4722485	0.07407832894474269	-0.006199054140597582	3200000
21504000	10500	-0.7426079208254814	-0.3531833541315282	nan	-0.35318335346321483	0.7052739	0.46368262	0.0822686966881156	0.0010486669093370438	3360000
22528000	11000	-0.6793281174898148	-0.3345469617184717	nan	-0.33454696145876106	-0.95959044	0.4621589	0.06007683102041483	0.009050636850297451	3520000
23552000	11500	-0.6511922340989112	-0.3273524082314689	nan	-0.3273524077766714	-0.979868	0.45787433	0.06536492131650448	0.003398107774555683	3680000
24576000	12000	-0.6938866623044014	-0.3231323180486215	nan	-0.32313231742312787	0.6773826	0.45639563	0.06312434446066618	-0.016435484578832985	3840000
25600000	12500	-0.6250188025832176	-0.3204061825078679	nan	-0.32040618191159426	-0.90202945	0.45194948	0.07106289632618427	0.012274239342659712	4000000
26624000	13000	-0.6045636462569237	-0.31808886882371734	nan	-0.31808886983993834	-0.69058925	0.46273768	0.07300556641072035	-0.009757307711988688	4160000
27648000	13500	-0.7127303361892701	-0.3135363667969359	nan	-0.31353636859883666	0.47191405	0.47050738	0.06329822819679976	-0.015592052582651377	4320000
28672000	14000	-0.6769946435689926	-0.30256127891584766	nan	-0.30256128029847096	0.49378914	0.46299785	0.06475994072854518	0.004646629821509123	4480000
29696000	14500	-0.6526467308998108	-0.307533038471709	nan	-0.30753303955810873	-1.0810999	0.43847406	0.0681047386303544	-0.003527874918654561	4640000
30720000	15000	-0.5788284136652947	-0.29884750161075496	nan	-0.29884750306339475	0.6393506	0.4626109	0.06638552248477936	-0.006622797092422843	4800000
31744000	15500	-0.6101251700222492	-0.2800422540098225	nan	-0.2800422557260938	0.36100617	0.44863135	0.0602007607743144	-0.0014222902059555054	4960000
32768000	16000	-0.6760067775845527	-0.25287319388271134	nan	-0.25287319571235833	-0.03323288	0.45287696	0.06891713429242373	-0.0047260521538555625	5120000
33792000	16500	-0.6609767918586731	-0.23197531508981775	nan	-0.23197531608561725	-0.08068938	0.47083956	0.06982469033449888	-0.004097059164196253	5280000
34816000	17000	-0.5298370210528374	-0.20811862821494287	nan	-0.20811862861837466	-0.3928532	0.45910186	0.06974630247801543	0.003342528147622943	5440000
35840000	17500	-0.6592638378739357	-0.17708785388841353	nan	-0.1770878545823855	0.14477691	0.4559059	0.0681125058606267	0.0042268607951700685	5600000
