steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss
10000	100	89.03983640670776	0.0	0.0	0.0	0.0	0.0	-15.389673288822173	0.5083721788041293	4.0337316513061525	1.2735321325063707
20000	200	177.19723176956177	0.0	0.0	0.0	0.0	0.0	-7.430437977613881	0.007778889535421058	0.08095254133804701	-0.04508164470084011
30000	300	265.43009400367737	0.0	0.0	0.0	0.0	0.0	-2.636127206158708	0.04509060394714834	0.12429911667481065	-0.06758551442064345
40000	400	353.6749439239502	0.0	0.0	0.0	0.0	0.0	-26.102926353119315	0.08584283269634761	8.895119279623032	-2.491529992222786
50000	500	442.1698820590973	0.0	0.0	0.0	0.0	0.0	-0.6259432134255767	0.06328491070681776	1.0103869462013244	-0.3745630870014429
60000	600	530.6711642742157	0.0	0.0	0.0	0.0	0.0	-5.575492232263088	0.01120573851288657	0.030339099001139402	-0.08606889999471605
70000	700	619.2237877845764	0.0	0.0	0.0	0.0	0.0	12.110341165781021	0.08924127098857207	2.876165917515755	-0.7065945241227746
80000	800	708.4171874523163	0.0	0.0	0.0	0.0	0.0	-11.3140686243698	0.03625878483166002	1.0054372490942478	-0.7024631208181381
90000	900	796.6600933074951	0.0	0.0	0.0	0.0	0.0	9.320451700381934	0.03058202260513997	0.586934605948627	0.10829689579084516
100000	1000	884.656989812851	0.0	0.0	0.0	0.0	0.0	-21.045987127512692	0.055289690967465506	7.136442120075226	-1.1557215551286937
110000	1100	972.5712738037109	0.0	0.0	0.0	0.0	0.0	13.432994517803191	0.03639018680596382	1.0198440117388963	0.30172963209450243
120000	1200	1060.1778485774994	0.0	0.0	0.0	0.0	0.0	-16.106038719251753	0.057366938529266005	2.498759480714798	-0.7085398946329952
130000	1300	1147.8410744667053	0.0	0.0	0.0	0.0	0.0	11.758689177274704	0.058751560109989893	1.3111004048585893	0.315248092636466
140000	1400	1235.329172372818	0.0	0.0	0.0	0.0	0.0	-131.3377487154007	0.44603919586219126	82.59530130386352	-7.300320643186569
