steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss
10000	100	90.20476651191711	0.0	0.0	0.0	0.0	0.0	2.7822773595759647	0.15444489739695563	0.11895005540922284	-0.08275676788762212
20000	200	178.944185256958	0.0	0.0	0.0	0.0	0.0	3.4811080507021397	0.05109761555831119	0.16808671418577434	-0.07190379040315747
30000	300	267.8714511394501	0.0	0.0	0.0	0.0	0.0	8.272151417672633	0.22825214748457073	1.7461410963535309	0.5032702707499266
40000	400	355.99694418907166	0.0	0.0	0.0	0.0	0.0	5.825127306412906	0.04627095248057083	0.12286604791879654	-0.05232115227729082
50000	500	443.9886329174042	0.0	0.0	0.0	0.0	0.0	-10.02882320033759	0.12769204306364554	5.854178535342217	-2.054092376232147
60000	600	530.6091923713684	0.0	0.0	0.0	0.0	0.0	11.597166094206274	0.1769469347934355	1.9470610755681992	-0.18568508360534908
70000	700	618.4579451084137	0.0	0.0	0.0	0.0	0.0	2.951414676859975	0.05078099292105889	0.45085977524518966	0.026645293794572353
80000	800	706.9089469909668	0.0	0.0	0.0	0.0	0.0	10.359547872014344	0.12502003463565506	0.6524333468079567	0.09728308903053402
90000	900	795.2238864898682	0.0	0.0	0.0	0.0	0.0	-110.97362059020996	0.6034344929717481	89.78300651550293	-1.1689704076945782
100000	1000	883.6245667934418	0.0	0.0	0.0	0.0	0.0	5.770453810565174	0.06043328645882741	0.6947740855813026	-0.14327746748924255
110000	1100	971.8887805938721	0.0	0.0	0.0	0.0	0.0	8.308749353811145	0.06586821965604031	0.6815155676007271	-0.282436527851969
120000	1200	1060.7412960529327	0.0	0.0	0.0	0.0	0.0	-20.702739412605762	0.1181538011594821	11.241628580093384	-1.4356057508289815
130000	1300	1149.736186504364	0.0	0.0	0.0	0.0	0.0	8.93879839168489	0.0661068860013736	1.1384135487675666	-0.07934313707053661
140000	1400	1238.7817537784576	0.0	0.0	0.0	0.0	0.0	5.0282346623241905	0.052501760993195146	0.6864304316043853	-0.37250190928578375
150000	1500	1327.7088160514832	0.0	0.0	0.0	0.0	0.0	5.94950743149221	0.03912520367945285	0.1879077584668994	-0.1424933733046055
160000	1600	1417.4380285739899	0.0	0.0	0.0	0.0	0.0	11.068900401949882	0.01759370818234541	0.3479513645544648	-0.07943089686334133
170000	1700	1506.1354146003723	0.0	0.0	0.0	0.0	0.0	12.730335292905568	0.022333803275964768	0.16733757725916804	0.051668564323335886
180000	1800	1595.3119633197784	0.0	0.0	0.0	0.0	0.0	-4.732416625276208	0.028153056323975648	1.7592049980163573	0.3095895791426301
190000	1900	1684.695788383484	0.0	0.0	0.0	0.0	0.0	-27.49670762936771	0.4109013165342549	72.87835368156433	7.967265493869782
200000	2000	1774.3409810066223	0.0	0.0	0.0	0.0	0.0	-3.314266702592373	0.03770786501924615	1.3091858166456223	-0.06943566304631531
210000	2100	1864.0626900196075	0.0	0.0	0.0	0.0	0.0	-2.902372342646122	0.037751848970593985	0.9793865393102169	-0.10828330043703317
220000	2200	1953.4463694095612	0.0	0.0	0.0	0.0	0.0	-6.827934271901846	0.04860890925120003	2.788071636557579	0.29069744631648065
230000	2300	2042.3990151882172	0.0	0.0	0.0	0.0	0.0	-5.687404763787985	0.02609595017268593	0.7133611041307449	-0.08719745406880974
240000	2400	2131.5408837795258	0.0	0.0	0.0	0.0	0.0	0.4467513828277588	0.055335653538804874	0.795845178514719	0.011288746725767851
250000	2500	2219.8681156635284	0.0	0.0	0.0	0.0	0.0	-1.9665256821364165	0.02991446570469769	2.4654612176120283	-1.095794928073883
260000	2600	2308.119787454605	0.0	0.0	0.0	0.0	0.0	9.816119753569364	0.005234642249761227	0.030865267966873944	-0.1224079093337059
270000	2700	2395.9096047878265	0.0	0.0	0.0	0.0	0.0	10.532017806321383	0.008775002157423231	0.3507931125210598	0.03820681272540241
