steps	episodes	elapsed	mean	median	stdev	max	min	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates	explained_variance
10112	79	92.13963603973389	0.0	0.0	0.0	0.0	0.0	-0.4931368231716333	-0.9854634031653404	-43.90836688995361	0.5921694204062223	68.14822492599487	-0.0700496201775968	1280	nan
20096	157	181.2208788394928	0.0	0.0	0.0	0.0	0.0	-0.3936779712109128	-1.3831514749262068	-82.29694884490966	0.39621491900272665	355.91143051147463	-0.0354459504596889	2880	nan
30080	235	269.87878584861755	0.0	0.0	0.0	0.0	0.0	-0.2743414714023238	-1.553632180605616	-64.29515748214722	0.11131216092919931	339.3149841308594	-0.0622682430036366	4480	nan
40064	313	358.22271060943604	0.0	0.0	0.0	0.0	0.0	-0.2628979686230086	-1.7577099345232312	-193.8088149371147	0.27384372930412065	732.0823178100586	-0.05594989312812686	6080	nan
50048	391	446.117799282074	0.0	0.0	0.0	0.0	0.0	-0.646047248529445	-2.322420590867599	-267.28885644626615	0.22166239626664902	1649.60024017334	-0.054865235267207026	7680	nan
60032	469	534.0492234230042	0.0	0.0	0.0	0.0	0.0	-0.6248553233521524	-2.7334714295535254	-228.23355850565434	0.14773847867673157	1422.1887323379517	-0.04069053390994668	9280	nan
70016	547	621.8525583744049	0.0	0.0	0.0	0.0	0.0	-0.7791516664647498	-3.0121150043080833	-133.25726321670413	0.09047072649834172	1758.920525817871	-0.037426847368478774	10880	nan
80000	625	709.990950345993	0.0	0.0	0.0	0.0	0.0	-0.43691159337363206	-2.6692181691909447	7.521757262349129	0.001004349088447043	47.85975952148438	-0.00352992108091712	12480	nan
90112	704	798.3951897621155	0.0	0.0	0.0	0.0	0.0	-0.6855780675534625	-2.2208300683308733	58.063590454101565	0.0002502521692119502	81.37944816589355	-0.002475981339812279	14080	nan
100096	782	876.0552453994751	0.0	0.0	0.0	0.0	0.0	-0.8762863372825086	-1.8587825438007712	91.75399350357056	7.811462272809441e-05	93.70380149841309	-0.001492399014532566	15360	nan
110080	860	963.8644144535065	0.0	0.0	0.0	0.0	0.0	-0.9963224604390561	-1.4253754337441247	113.68403619384766	0.00012857368961163406	86.7276672744751	0.004504451919347048	16960	nan
120064	938	1051.7520217895508	0.0	0.0	0.0	0.0	0.0	-1.1267214015508071	-1.0297303808660343	127.84876774597168	0.00019153878714207864	111.48709655761719	0.0010532998479902745	18560	nan
130048	1016	1139.6606726646423	0.0	0.0	0.0	0.0	0.0	-1.2724143865816295	-0.6567903882454312	146.51006659698487	6.0185401420764265e-05	132.41747116088868	0.00513170147780329	20160	nan
140032	1094	1226.9848194122314	0.0	0.0	0.0	0.0	0.0	-1.4378727991878986	-0.30445875775288134	164.38651256942748	5.6700818136133286e-05	169.153758392334	6.264293566346168e-05	21760	nan
150016	1172	1315.22061252594	0.0	0.0	0.0	0.0	0.0	-1.5936727240700275	0.025859317346794964	175.5071697845459	4.19422512585755e-05	207.9523468017578	-0.004238207787275314	23360	nan
160000	1250	1403.769547700882	0.0	0.0	0.0	0.0	0.0	-1.6910010415818542	0.3404807622234027	196.19957424926758	3.8630370023705586e-05	224.84160308837892	-0.003111783778294921	24960	nan
170112	1329	1492.7086389064789	0.0	0.0	0.0	0.0	0.0	-1.8613000678820535	0.6308558308575527	201.31354094696044	3.794594046389284e-05	283.53604614257813	0.0017318537831306458	26560	nan
180096	1407	1571.1627225875854	0.0	0.0	0.0	0.0	0.0	-1.9543926581824198	0.8453642477591833	206.39846841430665	1.701149278780721e-05	277.44939472198485	0.002684301733970642	27840	nan
190080	1485	1659.9332065582275	0.0	0.0	0.0	0.0	0.0	-2.0854815966375173	1.0953003639436287	215.44396549987792	2.899160572171927e-05	303.8225428771973	-0.004421622501686215	29440	nan
200064	1563	1748.2216045856476	0.0	0.0	0.0	0.0	0.0	-2.128251654813066	1.3294944816950671	219.29048866271972	0.00011474272110357128	279.63425064086914	0.00014066630974411963	31040	nan
210048	1641	1836.694444179535	0.0	0.0	0.0	0.0	0.0	-1.3437243637556675	1.5579875034152293	320.2552704734802	0.0474506876625944	1417.919444580078	-0.010125805810093879	32640	nan
220032	1719	1925.118287563324	0.0	0.0	0.0	0.0	0.0	-0.16265679464046842	1.7551106073867495	296.1861186466217	0.1455223312322653	2527.331944580078	-0.03686938470229507	34240	nan
230016	1797	2013.665929555893	0.0	0.0	0.0	0.0	0.0	-0.3552771837922046	1.8573745216376014	210.2001375749111	0.12227130398987753	1103.8261599731445	-0.024478431455790997	35840	nan
240000	1875	2102.2521879673004	0.0	0.0	0.0	0.0	0.0	-0.41598938360041937	1.9336429501955326	181.20943746870756	0.15905920544979313	629.0936557006836	-0.02468133147805929	37440	nan
250112	1954	2190.9120552539825	0.0	0.0	0.0	0.0	0.0	-0.47160960286110637	1.9796385807824917	134.39663518953324	0.15387640209005304	425.1315135192871	-0.0282441318500787	39040	nan
260096	2032	2278.8514227867126	0.0	0.0	0.0	0.0	0.0	-0.6620933315097355	1.9855913556232228	78.53492203617095	0.21983932555654803	527.3343963623047	-0.03957268536090851	40640	nan
270080	2110	2356.541825532913	0.0	0.0	0.0	0.0	0.0	-1.0234978179598693	1.958802448770472	67.43455044221878	0.15146318544411144	573.9960754394531	-0.04088556786999106	41920	nan
280064	2188	2444.245045185089	0.0	0.0	0.0	0.0	0.0	-0.897649533349555	1.9192750330137855	67.98909025406837	0.08018426257626438	392.63551315307615	-0.03529092986136675	43520	nan
290048	2266	2532.3350791931152	0.0	0.0	0.0	0.0	0.0	-0.7944530203859321	1.9398879428915943	118.83275004196167	0.10061328903277783	250.09271125793458	-0.01496310330927372	45120	nan
300032	2344	2621.1222290992737	0.0	0.0	0.0	0.0	0.0	-0.6318320463509299	1.9966987827665186	181.5597922782898	0.09235417642068151	356.6707754516602	-0.013790564350783826	46720	nan
310016	2422	2709.5517699718475	0.0	0.0	0.0	0.0	0.0	-0.45557510377583094	2.063360667287909	187.6828449972868	0.12972658559623648	482.04919845581054	-0.02147083356976509	48320	nan
320000	2500	2798.17795920372	0.0	0.0	0.0	0.0	0.0	-0.45461346992198376	2.1234181812749457	183.09630710077286	0.12768260238106174	283.4430407714844	-0.024093794543296097	49920	nan
330112	2579	2887.032325029373	0.0	0.0	0.0	0.0	0.0	-0.4544318961924873	2.170187060044419	154.09896011644602	0.13662254855018263	343.4722548675537	-0.025544539438560606	51520	nan
340096	2657	2975.7702786922455	0.0	0.0	0.0	0.0	0.0	-0.5067345280982554	2.211917694702924	157.72391010189057	0.14273842929543767	277.7677332305908	-0.02275171572342515	53120	nan
350080	2735	3053.932530403137	0.0	0.0	0.0	0.0	0.0	-0.49013812361564485	2.241393323417972	152.45903126370908	0.15161730407734655	493.00001220703126	-0.029675206802785396	54400	nan
360064	2813	3141.416901111603	0.0	0.0	0.0	0.0	0.0	-0.43826714191026983	2.2771387044872555	155.88105090236664	0.13390593851751942	397.65788558959963	-0.024335747631266714	56000	nan
370048	2891	3228.954915523529	0.0	0.0	0.0	0.0	0.0	-0.48024394935858433	2.3146722686787444	153.51897301906348	0.17199450931575033	506.5010221862793	-0.02656222873367369	57600	nan
380032	2969	3316.9298248291016	0.0	0.0	0.0	0.0	0.0	-0.49046885000611656	2.3424792843090523	145.3063324429989	0.17555011620918082	399.3879039001465	-0.029468509051948786	59200	nan
390016	3047	3403.8861589431763	0.0	0.0	0.0	0.0	0.0	-0.47004926577652806	2.367854497228798	150.70287327754497	0.1372410875277164	365.31549911499025	-0.02046311827376485	60800	nan
400000	3125	3490.965197324753	0.0	0.0	0.0	0.0	0.0	-0.5704428700238932	2.4010125795236	167.57496001029014	0.1605632984258636	345.48885696411133	-0.02680092359893024	62400	nan
410112	3204	3578.5558660030365	0.0	0.0	0.0	0.0	0.0	-0.6052318271552213	2.4340120577067137	153.52623857986927	0.17460448579471813	462.8469580078125	-0.027111213542521	64000	nan
420096	3282	3665.471488237381	0.0	0.0	0.0	0.0	0.0	-0.5623219002496916	2.4653192054207733	168.09668020367621	0.13005860911184675	316.74362083435057	-0.021326033510267735	65600	nan
430080	3360	3752.3005604743958	0.0	0.0	0.0	0.0	0.0	-0.5796328436168842	2.5014472222753934	173.39784539985658	0.14980146916961418	280.963258972168	-0.02456315885297954	67200	nan
440064	3438	3829.184607028961	0.0	0.0	0.0	0.0	0.0	-0.6313678554689978	2.5301662081173646	180.05748279356956	0.12209162414788043	303.84261337280276	-0.021888264417648316	68480	nan
450048	3516	3916.837893486023	0.0	0.0	0.0	0.0	0.0	-0.5795815721149556	2.5680284619195275	186.67111323738098	0.11832618241045734	348.36354721069335	-0.02277065021917224	70080	nan
460032	3594	4003.9675719738007	0.0	0.0	0.0	0.0	0.0	-0.6093171831869986	2.603239413816482	172.25253276747466	0.15032244065825148	406.6941848754883	-0.024375244230031966	71680	nan
470016	3672	4091.1852107048035	0.0	0.0	0.0	0.0	0.0	-0.6318586239174474	2.6372781101142477	193.63160219824314	0.1461829215584378	329.94776947021484	-0.028337298389524222	73280	nan
480000	3750	4178.522885799408	0.0	0.0	0.0	0.0	0.0	-0.6405412071365864	2.6702232186992965	183.55656171733142	0.1401351707212441	399.37268493652346	-0.026969375144690274	74880	nan
490112	3829	4266.7415544986725	0.0	0.0	0.0	0.0	0.0	-0.6445363713400438	2.701395931540673	178.0378529137969	0.12885992251995934	253.32699172973633	-0.018397577134892346	76480	nan
500096	3907	4355.019969940186	0.0	0.0	0.0	0.0	0.0	-0.6031295633809641	2.734593894576929	187.42555422365666	0.14384612042197845	419.89759292602537	-0.02337283216416836	78080	nan
510080	3985	4442.718363285065	0.0	0.0	0.0	0.0	0.0	-0.5501148796088527	2.7636917153874556	187.58089836603403	0.15315640539428985	393.18172805786133	-0.027522303834557532	79680	nan
520064	4063	4520.610145568848	0.0	0.0	0.0	0.0	0.0	-0.5863613333019894	2.7831836452950602	171.60243039882184	0.137405979623975	226.7610927581787	-0.02469001794233918	80960	nan
530048	4141	4608.252915143967	0.0	0.0	0.0	0.0	0.0	-0.6548267744437326	2.805636598100496	178.59290094661714	0.1438908254535621	332.90961837768555	-0.02439044550061226	82560	nan
540032	4219	4696.0675530433655	0.0	0.0	0.0	0.0	0.0	-0.619200416355161	2.8288876538380925	175.42270901679993	0.1423399814172953	285.9196213531494	-0.021390607431530952	84160	nan
550016	4297	4783.712904214859	0.0	0.0	0.0	0.0	0.0	-0.6154548989408649	2.852828700985037	182.2209077451229	0.14108409123681434	423.8107566833496	-0.015883001619949936	85760	nan
560000	4375	4871.859322547913	0.0	0.0	0.0	0.0	0.0	-0.6809914397578687	2.876755879420937	183.75069586467743	0.1420398178916201	224.82529510498046	-0.017859697826206684	87360	nan
570112	4454	4959.897203922272	0.0	0.0	0.0	0.0	0.0	-0.6438674844098278	2.901644078036435	184.06524844926597	0.15523568020104414	274.75899589538574	-0.02372767877765	88960	nan
580096	4532	5047.4186861515045	0.0	0.0	0.0	0.0	0.0	-0.6511601062517147	2.924043996542587	172.1206874163747	0.14941240611763543	165.87165840148927	-0.018661032607778908	90560	nan
590080	4610	5134.866822481155	0.0	0.0	0.0	0.0	0.0	-0.5944495211162139	2.9416665798570545	177.03641786697506	0.12729907279481711	186.15554946899414	-0.01997150681912899	92160	nan
600064	4688	5222.168226242065	0.0	0.0	0.0	0.0	0.0	-0.5797102297579404	2.960242303921094	178.31517027229071	0.12036571909731913	241.5294568634033	-0.016436428595334292	93760	nan
610048	4766	5299.6573078632355	0.0	0.0	0.0	0.0	0.0	-0.737875410768902	2.9769735721124944	186.06289949542284	0.14577411350734099	219.8064712524414	-0.018397972993552683	95040	nan
620032	4844	5387.098785400391	0.0	0.0	0.0	0.0	0.0	-0.7329068194734863	2.9991065223781477	185.48034682321548	0.15256700325269776	240.9440683746338	-0.023173917522653936	96640	nan
630016	4922	5474.9903972148895	0.0	0.0	0.0	0.0	0.0	-0.6431227285314817	3.0179531736851515	173.75758304786683	0.15723723745535176	318.489833984375	-0.01591692847199738	98240	nan
640000	5000	5562.9085602760315	0.0	0.0	0.0	0.0	0.0	-0.6430720040004235	3.032099010040745	168.75598916983606	0.14417337235310704	152.72384552001952	-0.01867284409701824	99840	nan
650112	5079	5651.467821598053	0.0	0.0	0.0	0.0	0.0	-0.7361359394565224	3.050257362354817	183.72207942152022	0.1331622245660606	247.8134507751465	-0.02224434587173164	101440	nan
660096	5157	5739.478518247604	0.0	0.0	0.0	0.0	0.0	-0.6567220058592502	3.068266952954094	191.87005318006874	0.13026851290472893	308.78061569213867	-0.01920273754745722	103040	nan
670080	5235	5827.402741909027	0.0	0.0	0.0	0.0	0.0	-0.7275717135362793	3.088885492460079	194.5933682755828	0.12475391987033299	139.514701461792	-0.014938081912696362	104640	nan
680064	5313	5915.01150226593	0.0	0.0	0.0	0.0	0.0	-0.7611920733272564	3.110105080732021	196.98003550687432	0.1359847748400399	154.8851416015625	-0.019432864896953107	106240	nan
690048	5391	5992.411167860031	0.0	0.0	0.0	0.0	0.0	-0.6603953852213453	3.1280863412345448	202.0620612692833	0.13672155420350632	286.4729928588867	-0.018102904409170152	107520	nan
700032	5469	6080.239354848862	0.0	0.0	0.0	0.0	0.0	-0.6853349185111001	3.1488198436512627	197.99196032738686	0.13136835205230238	195.73371910095216	-0.01683241257444024	109120	nan
710016	5547	6168.552302598953	0.0	0.0	0.0	0.0	0.0	-0.671547852890566	3.1682193747403993	200.4798222064972	0.13323110289098122	213.85524909973145	-0.01623392567038536	110720	nan
720000	5625	6257.691164731979	0.0	0.0	0.0	0.0	0.0	-0.7519448379217647	3.1871454722096777	198.4669425801933	0.1357209982277909	261.6207963562012	-0.014726496124640108	112320	nan
730112	5704	6347.529562473297	0.0	0.0	0.0	0.0	0.0	-0.6594747419143095	3.2078818926231913	202.85889923405648	0.12996827386152973	177.05232704162597	-0.02016688630916178	113920	nan
740096	5782	6437.089947462082	0.0	0.0	0.0	0.0	0.0	-0.7244809330778662	3.226101217466378	197.70763185101748	0.1382298066523499	247.92544151306151	-0.015490825995802879	115520	nan
750080	5860	6526.143067598343	0.0	0.0	0.0	0.0	0.0	-0.7148139587296173	3.2454843937617834	206.3144972448349	0.1370970266863311	320.9695657348633	-0.020399352461099626	117120	nan
760064	5938	6614.541817903519	0.0	0.0	0.0	0.0	0.0	-0.7042966321003623	3.2641079688891566	185.31366343164444	0.1605004227056379	209.1478636932373	-0.016562154125422238	118720	nan
770048	6016	6702.668609619141	0.0	0.0	0.0	0.0	0.0	-0.7278428250027354	3.282370095517724	195.98106510737537	0.14213638018555885	251.8046385192871	-0.01244214216247201	120320	nan
780032	6094	6780.474174022675	0.0	0.0	0.0	0.0	0.0	-0.730201195972506	3.296829851010912	206.93519445708395	0.13176779323534482	245.67986572265625	-0.017134913373738528	121600	nan
790016	6172	6868.214511156082	0.0	0.0	0.0	0.0	0.0	-0.7198236896067393	3.3141657927980672	202.50190379369258	0.15389905109910343	209.6160418701172	-0.012032707519829274	123200	nan
800000	6250	6955.273441791534	0.0	0.0	0.0	0.0	0.0	-0.6715051916313823	3.3300484607999143	199.04837690329552	0.1424647391696073	238.51574195861815	-0.012635386250913143	124800	nan
810112	6329	7042.849896430969	0.0	0.0	0.0	0.0	0.0	-0.7081861860314385	3.3440523098918455	188.67437316417693	0.14940003728146792	171.5382485961914	-0.01656624922528863	126400	nan
820096	6407	7129.9389045238495	0.0	0.0	0.0	0.0	0.0	-0.6617826474907342	3.3588183891400694	196.22695111966132	0.14753944271227373	394.6774299621582	-0.010105103412643075	128000	nan
830080	6485	7217.632964134216	0.0	0.0	0.0	0.0	0.0	-0.7049442793009802	3.3730852244444836	194.89532649230958	0.13610918606980044	133.22584308624266	-0.01496615550480783	129600	nan
840064	6563	7305.155067920685	0.0	0.0	0.0	0.0	0.0	-0.7294620707484428	3.390382302643322	214.15631194829942	0.13160756279968905	336.3959371948242	-0.012031178269535304	131200	nan
850048	6641	7392.1486184597015	0.0	0.0	0.0	0.0	0.0	-0.7843720481833443	3.406521349032241	215.33314610373975	0.12641492429389178	216.33915256500245	-0.011801376063376666	132800	nan
860032	6719	7469.7450132369995	0.0	0.0	0.0	0.0	0.0	-0.8375806786883623	3.4209031807992223	215.06593281054498	0.13438013057465378	214.48784126281737	-0.011773762600496411	134080	nan
870016	6797	7556.72047662735	0.0	0.0	0.0	0.0	0.0	-0.7721258731740527	3.4392472426494898	214.47722781825067	0.12425709247460463	297.64087905883787	-0.010097963213920593	135680	nan
880000	6875	7643.605172872543	0.0	0.0	0.0	0.0	0.0	-0.7959471585480496	3.457708677732861	223.49657472103834	0.1156603956102399	167.59411754608155	-0.007803223030641675	137280	nan
890112	6954	7731.655240535736	0.0	0.0	0.0	0.0	0.0	-0.8382339603751898	3.476189893477249	217.9269798668027	0.12878572021663423	337.3039559936523	-0.011727172648534179	138880	nan
900096	7032	7819.092790842056	0.0	0.0	0.0	0.0	0.0	-0.7627688769563101	3.4947333911217426	229.35656386756898	0.13286860625649025	197.40322570800782	-0.01163741978816688	140480	nan
910080	7110	7907.339767932892	0.0	0.0	0.0	0.0	0.0	-0.7699986699093133	3.5121765898893007	222.1980507016182	0.1321314127028345	229.13491088867187	-0.008775256425142288	142080	nan
920064	7188	7995.213555574417	0.0	0.0	0.0	0.0	0.0	-0.785923843565397	3.5281319989592568	212.51488259038328	0.14956146504773643	419.40816848754883	-0.010999949127435684	143680	nan
930048	7266	8083.757615566254	0.0	0.0	0.0	0.0	0.0	-0.6910645468933507	3.542629579057515	214.325897857666	0.1532009067551553	395.3995405578613	-0.008282727478072047	145280	nan
940032	7344	8172.537984371185	0.0	0.0	0.0	0.0	0.0	-0.7747034671907314	3.555495717134611	210.25612908267973	0.14215332892518198	282.0716619110107	-0.009051417596638203	146880	nan
950016	7422	8251.864785432816	0.0	0.0	0.0	0.0	0.0	-0.7967053561862558	3.566530834231727	214.00754668593407	0.15327776038234878	197.88613227844237	-0.007902999175712466	148160	nan
960000	7500	8341.245135307312	0.0	0.0	0.0	0.0	0.0	-0.7850903042219579	3.5791495365655828	206.54084520196915	0.14761268612275308	254.56235557556153	-0.0067750323470681904	149760	nan
970112	7579	8431.191808700562	0.0	0.0	0.0	0.0	0.0	-0.7832631549383514	3.592574643754808	210.8497204167843	0.1550258475924202	251.74238147735596	-0.009644715841859578	151360	nan
980096	7657	8520.566374540329	0.0	0.0	0.0	0.0	0.0	-0.801941418280825	3.605973100032517	218.09020830619335	0.14104992350321846	394.22910415649415	-0.01071739966981113	152960	nan
990080	7735	8609.657076120377	0.0	0.0	0.0	0.0	0.0	-0.7806738801614848	3.6197576206601676	215.45267322289945	0.15948227432128623	272.0731267547607	-0.008047276642173529	154560	nan
1000064	7813	8699.148788690567	0.0	0.0	0.0	0.0	0.0	-0.8124798403708264	3.632465314639152	214.1654366014004	0.14812676475256922	172.86159202575683	-0.005728719364851713	156160	nan
1010048	7891	8788.4349629879	0.0	0.0	0.0	0.0	0.0	-0.7697126829624176	3.6460655262395285	214.13084317231178	0.1340374746743146	309.8937134552002	-0.007530627623200416	157760	nan
1020032	7969	8877.727101564407	0.0	0.0	0.0	0.0	0.0	-0.7974761163531803	3.6587867296065193	219.64753857016564	0.13516381934465516	235.441727104187	-0.010012568347156048	159360	nan
1030016	8047	8956.774762392044	0.0	0.0	0.0	0.0	0.0	-0.7986781468684785	3.6694054650773564	220.91177337527276	0.14137014405605441	240.64101989746095	-0.0073124705161899325	160640	nan
1040000	8125	9045.84227347374	0.0	0.0	0.0	0.0	0.0	-0.8192907435419038	3.682611484234855	213.88779914569855	0.1458402962914406	325.5732872009277	-0.0076576258894056086	162240	nan
1050112	8204	9134.54361629486	0.0	0.0	0.0	0.0	0.0	-0.7964294471200556	3.6947005930996966	203.13576109093427	0.16126686655120578	194.23745788574217	-0.0055375368893146515	163840	nan
1060096	8282	9223.484982252121	0.0	0.0	0.0	0.0	0.0	-0.7783863079897128	3.7060075986489105	214.3199409390986	0.14863411109432856	206.3551866912842	-0.005374028813093901	165440	nan
1070080	8360	9312.686447381973	0.0	0.0	0.0	0.0	0.0	-0.783200072848238	3.7172121179229456	201.4579782743454	0.15586724218392192	305.5388352203369	-0.00763644115999341	167040	nan
1080064	8438	9402.09878396988	0.0	0.0	0.0	0.0	0.0	-0.8472564613795839	3.72751156878313	210.3610515935421	0.13909962428643485	433.5320582580566	-0.0035040966514497994	168640	nan
1090048	8516	9491.643493652344	0.0	0.0	0.0	0.0	0.0	-0.7896401751739904	3.7387079726204386	205.44077704811096	0.14798961104181216	247.4424161529541	-0.003953051995486021	170240	nan
1100032	8594	9581.234917402267	0.0	0.0	0.0	0.0	0.0	-0.7532172775752842	3.7495767594882228	205.57627735331656	0.16893413858684653	487.1565245056152	-0.0033784738089889287	171840	nan
1110016	8672	9670.19534111023	0.0	0.0	0.0	0.0	0.0	-0.8358078558086418	3.759351341459364	205.78916448736192	0.15297288185007346	204.92232246398925	-0.004869930492714047	173440	nan
