steps	episodes	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates
10240	20	-1.3022820252457168	-0.9478030949831009	-27.494443117141724	0.6472261637449265	16.310550599098207	-0.059651851430535315	1280
20480	40	-4.196099345245399	-2.575694590806961	-105.52439745330811	0.556630308330059	428.5688031005859	-0.06932666836306453	3200
30720	60	-0.8792689818557119	-2.620276574577604	-135.25968743896485	0.24302525680325926	447.929183807373	-0.03295990914106369	4480
40960	80	0.21729548615464592	-2.2148320943117143	-125.0406746826172	0.21910084251314402	279.5530555725098	-0.020924455663189293	6400
51200	100	-0.4747943027609726	-1.9919620578487713	-102.18421424865723	0.1738250253344886	166.47653657913207	-0.014462128598242998	7680
61440	120	-0.1614737476487553	-1.7135041336218515	-92.12132276153565	0.25565792645371405	115.75809379577636	-0.02617569375783205	9600
71680	140	-0.3020104856597609	-1.6173222362995148	-134.16607624816893	0.4269554708893411	82.81327383041382	-0.03392959214746952	10880
81920	160	-1.1844253756484249	-1.851425476372242	-61.31519984054565	0.022132173127960415	312.1373127365112	-0.05373991856351495	12800
92160	180	-4.707904290554696	-2.3034962700171904	-76.82286777496338	0.015247726901201531	1611.1188343811036	-0.061362706702202556	14080
102400	200	-2.688187834192999	-2.399790436029434	-74.3061135559082	0.007305328433139948	2744.260710144043	-0.04994707010686397	16000
112640	220	-2.4440140471798366	-2.304552799021756	-71.74222506332397	0.0016317088110364927	70.94342927932739	0.0045038265734910965	17280
122880	240	-2.881715110115241	-2.151324165860812	-59.37052787780762	7.183544871794551e-05	41.73583443164826	0.004144741874188185	19200
133120	260	-3.169426670946181	-2.040260525420308	-36.31312427520752	1.1768704220300075e-05	21.28971137523651	-0.001655776333063841	20480
143360	280	-3.6406725294785574	-1.8741648633565222	-24.25954984664917	0.0002509885061969044	6.342138456106186	-0.004859894420951605	22400
153600	300	-3.9482638501059264	-1.768670748013097	-7.742061968922615	8.364176477369263e-07	2.9687747311592103	0.003138743806630373	23680
163840	320	-4.480929694621824	-1.6213834708556534	-1.269270102083683	4.4437364863991566e-07	1.1130796246230603	0.0006427366659045219	25600
174080	340	-4.819136342294514	-1.5275267367916447	6.0977986471056935	2.3777066315316475e-07	0.6571811843663454	0.004687002953141927	26880
184320	360	-5.312974069193006	-1.3928301001588503	10.797483335971831	2.1434280292759883e-07	0.6534057721495629	0.006029407335445285	28800
194560	380	-5.689403769480064	-1.3077283436630636	15.402612990379334	1.7472787278294274e-07	1.3473999583721161	0.0036432797648012637	30080
204800	400	-6.180382705844939	-1.1823857222497463	23.769630741119386	9.444989936889482e-08	4.992255654335022	0.0017562452983111143	32000
215040	420	-6.506806620461866	-1.1004485589667008	35.346000383377074	9.79021727997409e-07	9.477613736391067	-0.003892685077153146	33280
225280	440	-7.0815184945873915	-0.9778119855306365	42.82467156982422	4.0254888253517086e-07	22.379855868816374	-0.009992397353053094	35200
235520	460	-7.52664048139751	-0.8953371705454692	57.620584411621095	9.883670806325783e-07	38.25491191864014	0.0007025943882763386	36480
245760	480	-8.113819374587386	-0.7703865397721529	74.61291513824463	1.4128851963099526e-06	71.9326084804535	-0.005741783902049064	38400
256000	500	-8.415270836828277	-0.6846150072111238	92.82092889404296	7.597068978368478e-07	108.0255963230133	0.0029004661366343496	39680
266240	520	-9.116910415967926	-0.5571800203277515	103.5542356338501	7.409522908141314e-05	162.41592296600342	-0.0014376693591475486	41600
276480	540	-9.226832223642617	-0.4688702384704974	132.80228788757324	0.0007404551275980454	225.1598918914795	0.008508444735780359	42880
286720	560	-9.497504129370675	-0.3377905444375106	149.06021963500976	0.00020539417242197288	304.7528842163086	0.005431209038943052	44800
296960	580	-8.196369440197945	-0.23678788946320614	514.5689518737793	0.02500859309456807	931.8046231079102	-0.008281462099403144	46080
307200	600	-4.836510641813744	-0.026907063225905102	1463.301489868164	0.05972495049611301	37273.3903515625	-0.08744661537930369	48000
317440	620	-3.000043623254169	0.04688042102309017	679.7523223571777	0.4075432914241875	12227.295805664062	-0.06257238103076816	49280
327680	640	-5.410222074309364	0.05323151210322976	420.3635277557373	0.4337550605821268	3114.356896972656	-0.061170292133465407	51200
337920	660	-5.650249402410351	0.05180632568350652	231.66983293533326	0.3632174565217675	2364.607255859375	-0.045004929136484864	52480
348160	680	-3.1297700236649253	0.09149415151161307	235.54500376319885	0.2189419762565806	1773.4486346435547	-0.04713172025978565	54400
358400	700	-4.29871530146338	0.14452917899551063	300.8601026763916	0.0022084423046450884	1703.4968014526366	-0.0105910362303257	55680
368640	720	-5.154183792182244	0.23864870940645536	269.55575175476076	0.008122135051889896	1157.6207514953612	0.0039518865756690506	57600
378880	740	-5.340348704162985	0.3121411678097818	283.19692811584474	0.003097394579687936	1123.3489950561523	0.0028869115561246874	58880
389120	760	-5.44139345335029	0.42883285542852	288.6622120513916	0.0009518160511335581	1117.4835753631592	-0.00564551891759038	60800
399360	780	-4.240633145700209	0.5145918395869511	410.69992562866213	0.015016306278983984	1953.5582386779786	0.008024362325668334	62080
409600	800	-2.0402506081727334	0.627166341021657	452.2292407836914	0.09252305694650792	1983.054730834961	-0.025438419450074433	64000
419840	820	-4.108430485020391	0.6465459268028829	333.4935383148193	0.4181176280180438	1640.5390634155274	-0.06107881092932075	65280
430080	840	-6.291153365626931	0.5839093742626054	136.57620036506654	0.4486837921343291	760.8099862670898	-0.044593721814453605	67200
440320	860	-4.434315630726051	0.538776372150283	337.35928447723387	0.010533718932647844	2558.5603967285156	-0.05695772721432149	68480
450560	880	-3.2253323777709157	0.5815739166330207	301.1183176574707	0.008017850453201017	1946.4987365722657	-0.0010076660569757223	70400
460800	900	-5.988124987291172	0.6277941817284695	313.10514154052737	0.003877906229368334	2038.4785279846192	-0.00495900385081768	71680
471040	920	-7.174887806760148	0.7171298680746037	325.97456939697264	0.0008781746676171632	1607.0567565917968	-0.008484657928347588	73600
481280	940	-7.993428749388084	0.7801409654765048	336.2059757080078	0.0014539350942661471	1576.6934646606446	-0.007596952356398106	74880
491520	960	-8.433579760737716	0.8798060407862067	341.90377532958985	0.00014409064925644362	1854.8804133605956	0.0015795197337865829	76800
