steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss
10000	100	88.41994333267212	0.0	0.0	0.0	0.0	0.0	-15.361621666908265	0.10141418699852511	16.86248975276947	0.13581280589103698
20000	200	175.08606338500977	0.0	0.0	0.0	0.0	0.0	-5.61029508805275	0.040607132504330366	1.8758869117498398	-0.35359732281416656
30000	300	261.74221205711365	0.0	0.0	0.0	0.0	0.0	-53.313752497673036	0.2141529499777448	97.85269588470459	-2.3370412918925285
40000	400	348.1729393005371	0.0	0.0	0.0	0.0	0.0	-15.43368032836914	0.09519161190458818	14.29863257408142	-0.3871703127026558
50000	500	434.3569586277008	0.0	0.0	0.0	0.0	0.0	-12.051780641555785	0.02549372649443103	10.026069440841674	-0.3205529624223709
60000	600	520.2030265331268	0.0	0.0	0.0	0.0	0.0	-18.608003026008607	0.11577428608382931	21.16823537349701	-1.109605163037777
70000	700	605.8717670440674	0.0	0.0	0.0	0.0	0.0	-15.661991959571838	0.11052409910424112	11.992886064052582	-0.8556340755149722
80000	800	691.9407904148102	0.0	0.0	0.0	0.0	0.0	-7.4638098621368405	0.003796113338095047	4.108024799823761	-0.13725579798221588
90000	900	777.2418892383575	0.0	0.0	0.0	0.0	0.0	0.2907664639502764	0.07773050574064777	0.6661306643486022	0.538998596034944
100000	1000	862.9046342372894	0.0	0.0	0.0	0.0	0.0	-8.51279870581627	0.04953302198697196	4.091924370527267	0.0023261649906635286
110000	1100	948.2326767444611	0.0	0.0	0.0	0.0	0.0	-3.9451724623441695	0.0290298015276411	0.6582613801956176	-0.13722489150241018
120000	1200	1034.4982614517212	0.0	0.0	0.0	0.0	0.0	-29.149775530815123	0.06822730757757069	50.11961036682129	-0.3070958925783634
130000	1300	1120.778431892395	0.0	0.0	0.0	0.0	0.0	-16.520101762771606	0.01499768023413467	17.546144580841066	-0.5373285426944494
140000	1400	1207.4650881290436	0.0	0.0	0.0	0.0	0.0	-7.978723926067352	0.018407028620912536	2.7850926339626314	-0.12141670916229487
150000	1500	1294.2153589725494	0.0	0.0	0.0	0.0	0.0	-20.27976619911194	0.009866220624194785	29.365563592910767	0.3652892489731312
160000	1600	1381.8170473575592	0.0	0.0	0.0	0.0	0.0	-17.714130091667176	0.03295166202412665	33.191964764595035	0.6224298933148384
170000	1700	1468.752836227417	0.0	0.0	0.0	0.0	0.0	-6.7576073608398435	0.006747273154577958	2.1699393939971925	0.0020912274718284606
180000	1800	1555.8499138355255	0.0	0.0	0.0	0.0	0.0	-5.614822430610657	0.011175913609338341	1.5004955559968949	0.031930366978049275
190000	1900	1642.9719371795654	0.0	0.0	0.0	0.0	0.0	-22.200792337417603	0.03865735777341662	16.235097541809083	-0.1296299749612808
200000	2000	1729.827781677246	0.0	0.0	0.0	0.0	0.0	-7.810801007986068	0.01096079748185308	2.935868594646454	-0.5638332617841662
210000	2100	1817.0935368537903	0.0	0.0	0.0	0.0	0.0	3.469992699623108	0.03548349164664051	1.1190846827626229	-0.18849129578098656
220000	2200	1903.9461059570312	0.0	0.0	0.0	0.0	0.0	10.749504187107085	0.01745904351756927	7.931801981925965	0.050018008798360825
230000	2300	1989.7204036712646	0.0	0.0	0.0	0.0	0.0	11.467317439556123	0.02596364620088577	6.878629205226898	-0.06801973655819893
240000	2400	2075.966393470764	0.0	0.0	0.0	0.0	0.0	11.460742649793625	0.02860266570904497	6.9823060226440425	0.862669265344739
