steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss
10000	50	49.90519309043884	0.0	0.0	0.0	0.0	0.0	8.79377850818634	0.25313723886571826	3.7774544924497606	-0.8652117074653506
20000	100	107.17528414726257	0.0	0.0	0.0	0.0	0.0	15.611872772216797	0.3135299139090348	11.37445101082325	-0.6311657479405404
30000	150	159.42178106307983	0.0	0.0	0.0	0.0	0.0	35.078194026947024	0.03610804868896957	50.49342210769653	-0.034091255366802214
40000	200	212.25598287582397	0.0	0.0	0.0	0.0	0.0	0.9477802994251251	0.39707164545729756	47.71231071472168	3.614270248413086
50000	250	265.3033969402313	0.0	0.0	0.0	0.0	0.0	12.40751294106245	0.08257241984689848	3.456675632670522	-1.095992293069139
60000	300	314.9941909313202	0.0	0.0	0.0	0.0	0.0	-17.59866881803423	0.4130511260656058	94.48339838027954	1.9126957160234452
70000	350	364.94239497184753	0.0	0.0	0.0	0.0	0.0	47.80688691902161	0.05922440425186687	88.5193073129654	-0.7860135227441788
80000	400	416.69364309310913	0.0	0.0	0.0	0.0	0.0	-23.812649715423586	0.2360818429763094	83.65803352832795	-2.250242360830307
90000	450	467.56635999679565	0.0	0.0	0.0	0.0	0.0	43.049204085350034	0.09128049326442488	80.6184390616417	0.31882898904383183
100000	500	520.8659060001373	0.0	0.0	0.0	0.0	0.0	20.206726352036	0.12410008537733119	10.342323181629181	-1.9909663423150779
110000	550	574.7215020656586	0.0	0.0	0.0	0.0	0.0	20.768256044507027	0.1754678180577281	52.58996528625488	-1.9504686474427582
120000	600	629.5195670127869	0.0	0.0	0.0	0.0	0.0	30.76521820741892	0.12250154274704804	47.38944691300392	-0.33824008285999296
130000	650	684.5642991065979	0.0	0.0	0.0	0.0	0.0	61.905382930755614	0.10228400110311975	207.70901673316956	-3.0495378910005093
140000	700	738.8246722221375	0.0	0.0	0.0	0.0	0.0	14.331998919159174	0.09878461653809763	11.19435488909483	-2.1751962018013002
150000	750	795.4892208576202	0.0	0.0	0.0	0.0	0.0	48.738251904010774	0.06055310653903055	181.99685063779353	-1.570609178841114
160000	800	849.4970109462738	0.0	0.0	0.0	0.0	0.0	30.135011459998786	0.07054938312798299	129.53375923514366	1.0608065310120582
170000	850	903.2171778678894	0.0	0.0	0.0	0.0	0.0	57.98611093711853	0.05661835794509158	213.7039025014639	0.5249836871027946
180000	900	957.7462570667267	0.0	0.0	0.0	0.0	0.0	9.378272693634033	0.09291976105450733	67.57630713701248	1.4855832003057003
190000	950	1013.4256370067596	0.0	0.0	0.0	0.0	0.0	17.779982663422825	0.09476469914016483	12.37325939387083	-1.9002582779992372
200000	1000	1068.5936558246613	0.0	0.0	0.0	0.0	0.0	12.535483951568603	0.07694728507142762	32.19260343432426	1.0793829619884492
210000	1050	1124.402055978775	0.0	0.0	0.0	0.0	0.0	68.37926889801025	0.07097754032472181	172.31218740463257	-1.2581655436754227
220000	1100	1178.9061279296875	0.0	0.0	0.0	0.0	0.0	43.67332400257885	0.05669530596953553	181.81107001304628	0.3591033434867859
230000	1150	1234.956001996994	0.0	0.0	0.0	0.0	0.0	50.135483618855474	0.06946006144105428	174.2777780684829	0.31256590485572816
240000	1200	1291.8974311351776	0.0	0.0	0.0	0.0	0.0	8.662310282155872	0.0669740806710355	69.89961857795716	0.33501824747771025
250000	1250	1346.8127460479736	0.0	0.0	0.0	0.0	0.0	34.58128818777204	0.0735302649895945	75.81690241992473	-1.2263995233178138
260000	1300	1400.5063300132751	0.0	0.0	0.0	0.0	0.0	48.76993666744232	0.05036279932870087	138.61521463930606	2.0770521937310695
270000	1350	1456.5454490184784	0.0	0.0	0.0	0.0	0.0	27.688896742343903	0.058315704269970015	83.78717488944531	-0.31543669462203977
280000	1400	1515.1987590789795	0.0	0.0	0.0	0.0	0.0	6.180164948128164	0.04614898965199265	41.01517025709152	0.5613751990534365
290000	1450	1572.864972114563	0.0	0.0	0.0	0.0	0.0	18.248500725746155	0.05392209430268567	87.09327094316482	-1.3705252850055694
300000	1500	1629.3650131225586	0.0	0.0	0.0	0.0	0.0	22.939929910421373	0.03608613962403212	59.684558288902046	-0.03368587352335453
310000	1550	1683.8211591243744	0.0	0.0	0.0	0.0	0.0	26.90311984872818	0.04395629475941077	152.7593486185372	0.6599011987447738
320000	1600	1740.1193401813507	0.0	0.0	0.0	0.0	0.0	36.500597192704674	0.04642018014923483	163.16845860414207	2.1197791942954063
330000	1650	1796.240131855011	0.0	0.0	0.0	0.0	0.0	43.368679215848445	0.045702994072272206	197.24834916822613	1.7348973754048347
340000	1700	1855.4588780403137	0.0	0.0	0.0	0.0	0.0	17.926812815308573	0.0507636061734738	80.77423624943941	-0.930387911722064
350000	1750	1910.226114988327	0.0	0.0	0.0	0.0	0.0	33.648706306248904	0.05667539504420837	177.70597871229052	1.4186775915324688
360000	1800	1966.362086057663	0.0	0.0	0.0	0.0	0.0	28.290764866173266	0.04962779942629584	92.9132576764375	-0.239532229565084
370000	1850	2022.1481239795685	0.0	0.0	0.0	0.0	0.0	56.80244175338745	0.0545263784530457	132.68996282577515	-1.7271963949501514
380000	1900	2076.226702928543	0.0	0.0	0.0	0.0	0.0	27.87865270909667	0.056307461909140356	59.18452994272113	-0.8004655200242996
390000	1950	2132.4493248462677	0.0	0.0	0.0	0.0	0.0	46.6245864546299	0.054644985029253725	169.4423963266611	-0.12501358568668366
400000	2000	2188.3244109153748	0.0	0.0	0.0	0.0	0.0	28.131541555404663	0.05191495989512998	123.58485157728195	1.0684154987335206
