steps	episodes	elapsed	mean	median	stdev	max	min	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates	explained_variance
10112	79	81.05710792541504	0.0	0.0	0.0	0.0	0.0	-0.3318088162871427	-0.7903723940253258	-34.484454440116885	0.48622367504984143	36.69460018157959	-0.05799828417599201	1280	nan
20096	157	170.60493850708008	0.0	0.0	0.0	0.0	0.0	-0.10497625874256482	-1.070419043302536	-67.42685948944091	0.33518225297518073	124.6363860321045	-0.03268460872583091	2880	nan
30080	235	259.6569254398346	0.0	0.0	0.0	0.0	0.0	-0.2723442425940884	-1.3064972907304764	-56.355304867744444	0.11188302647694945	590.1829254150391	-0.05587416438385844	4480	nan
40064	313	347.3494577407837	0.0	0.0	0.0	0.0	0.0	-0.8286025258463342	-1.7006551074354272	-59.771553014814856	0.03226507776841209	819.1179522705078	-0.04822442103177309	6080	nan
50048	391	435.7935526371002	0.0	0.0	0.0	0.0	0.0	-0.04203474547193036	-1.5135453883558512	-5.75958162727952	0.00034329439983046497	5.418214900493622	0.00027438289485871793	7680	nan
60032	469	524.089465379715	0.0	0.0	0.0	0.0	0.0	-0.4265851804930717	-1.0803018947099816	50.15208272361755	0.0003218952033121577	32.82101034164429	0.0018527586385607719	9280	nan
70016	547	612.6582424640656	0.0	0.0	0.0	0.0	0.0	-0.7198447204714176	-0.5556860053363968	95.33153883361817	0.00012317367616262586	54.1261120223999	-0.007589560933411121	10880	nan
80000	625	701.1089744567871	0.0	0.0	0.0	0.0	0.0	-1.0710134851904587	-0.04475787473030579	126.59845973205566	9.050550746782335e-05	84.65660334587098	-0.001470696609467268	12480	nan
90112	704	788.7591285705566	0.0	0.0	0.0	0.0	0.0	-1.3240063109658657	0.4371617751365358	155.81260778808593	7.85191222226499e-05	128.66578649520875	-0.0017300385888665915	14080	nan
100096	782	867.047239780426	0.0	0.0	0.0	0.0	0.0	-1.5106357121886687	0.7961596886937817	181.41531916809083	7.044213017610793e-05	153.95579097747802	-0.0022293343394994736	15360	nan
110080	860	955.9478392601013	0.0	0.0	0.0	0.0	0.0	-1.733457633337006	1.2108225229213823	197.8743654785156	6.990015929045525e-05	198.65372554779051	-0.002074122317135334	16960	nan
120064	938	1044.825872182846	0.0	0.0	0.0	0.0	0.0	-1.9349927195701748	1.6071954382390812	224.22875094604493	9.432449013918529e-05	260.3306340789795	0.005151255121454597	18560	nan
