steps	episodes	elapsed	mean	median	stdev	max	min	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss
10000	100	251.15751147270203	0.0	0.0	0.0	0.0	0.0	0.021788658439898148	-1.5628515805284946	-119.6180947341919	0.25834971251070826	1056.290654296875	-13.52534088730812
20000	200	502.40565299987793	0.0	0.0	0.0	0.0	0.0	0.019907677204360087	-1.5463686097317781	-92.7255952810198	0.2584361032874467	615.9321454620361	-8.657111810445786
30000	300	753.5443153381348	0.0	0.0	0.0	0.0	0.0	0.018585815980958823	-1.6236275063238592	-37.64238028157875	0.1473220190639857	249.47603378295898	-0.6564203831553459
40000	400	1006.1064915657043	0.0	0.0	0.0	0.0	0.0	0.016871385384524144	-1.6892478350693216	-110.28512554359436	0.1455727513421673	712.988067932129	-10.948282701969147
50000	500	1259.9250600337982	0.0	0.0	0.0	0.0	0.0	0.014931175097948514	-2.0045147880338705	-82.8741770248413	0.050773685438139524	538.5472332763671	4.197842333316803
60000	600	1514.3715987205505	0.0	0.0	0.0	0.0	0.0	0.01358865523916315	-2.0999807154871206	-66.5995025510788	0.08356469508707846	311.01757888793946	-2.6165132692456243
70000	700	1768.6928782463074	0.0	0.0	0.0	0.0	0.0	0.012852390103264721	-2.125583079640136	-78.877429310143	0.08704700525551144	367.317541885376	-0.9761185863614082
80000	800	2024.9631509780884	0.0	0.0	0.0	0.0	0.0	0.012182782982755453	-2.185750295197964	-103.8372668800354	0.08814290375262591	634.5005973815918	-3.6111010056734085
90000	900	2275.9318177700043	0.0	0.0	0.0	0.0	0.0	0.011537597571737444	-2.2281698397073266	-68.3341755053997	0.052168698516745576	191.29633529663087	0.7590732190012932
100000	1000	2528.1606624126434	0.0	0.0	0.0	0.0	0.0	0.010812024772599477	-2.402202564593352	-220.36620940494538	0.13310209738443035	523.7234002685547	1.8782732847332955
110000	1100	2781.1225419044495	0.0	0.0	0.0	0.0	0.0	0.010033119166577809	-2.665897785285889	-207.6953801841736	0.10954788839972619	765.6396405029296	2.4482402470707894
120000	1200	3030.9825649261475	0.0	0.0	0.0	0.0	0.0	0.009493928006266243	-2.8384548678095656	-89.68201536795497	0.06308604643903307	345.16560817718505	4.554415583014488
130000	1300	3283.601228237152	0.0	0.0	0.0	0.0	0.0	0.00890567559300689	-2.8537519709467887	-50.37700551739335	0.02554045983805065	482.8664663696289	18.310304710865022
140000	1400	3536.672318458557	0.0	0.0	0.0	0.0	0.0	0.007689746847550851	-2.9556987370252608	-127.57355979120732	0.03417570707502973	273.1699698352814	-1.2481594005227088
150000	1500	3789.8647055625916	0.0	0.0	0.0	0.0	0.0	0.00686297899595229	-3.027707248169929	-105.67798856925964	0.034746682945583716	231.5045337486267	-1.8518508356809615
160000	1600	4044.8223447799683	0.0	0.0	0.0	0.0	0.0	0.0061314100528252315	-3.1029842445738613	-100.40373374843597	0.029532535232888773	152.9929754257202	-2.0289814004302027
170000	1700	4297.299488782883	0.0	0.0	0.0	0.0	0.0	0.0055985671186354015	-3.225423311706632	-173.38021276473998	0.13990629406801752	1227.3572302246093	12.090405238866806
180000	1800	4549.591136455536	0.0	0.0	0.0	0.0	0.0	0.005120927125131857	-3.5446320442967116	-300.2976813812256	0.0038256407869294343	3245.738127441406	6.2480876255035405
190000	1900	4802.5061848163605	0.0	0.0	0.0	0.0	0.0	0.004537801376132847	-4.040391161780804	-340.60491339111326	0.04098469366919547	3674.352960205078	-1.9872299003601075
200000	2000	5056.47585606575	0.0	0.0	0.0	0.0	0.0	0.003966575803537126	-4.418398893129081	-273.86623307609557	0.08286987964582676	371.5035346221924	-1.8717417156696319
210000	2100	5311.399532318115	0.0	0.0	0.0	0.0	0.0	0.003490666642344877	-4.750571668934077	-298.2950676255226	0.08105783271297588	417.5457807159424	-4.560951904058457
220000	2200	5566.348240852356	0.0	0.0	0.0	0.0	0.0	0.0032732840190910794	-4.966878978446126	-135.03650945979356	0.02485458778206315	551.5611242294311	8.031708914637566
230000	2300	5821.365581035614	0.0	0.0	0.0	0.0	0.0	0.0034040398642573564	-4.865005687061697	-204.9502478209734	0.05512976605542718	1465.5630715942382	-22.903270978927612
240000	2400	6076.5862991809845	0.0	0.0	0.0	0.0	0.0	0.003627733587203693	-4.687801464740187	-169.9586044681072	0.03280171156952061	378.55370708465574	-6.801447696685791
250000	2500	6329.794564247131	0.0	0.0	0.0	0.0	0.0	0.0036192640819390364	-4.626003162000329	-106.85205757790804	0.021403482509553963	78.40384479522704	4.014410156011581
260000	2600	6583.406737804413	0.0	0.0	0.0	0.0	0.0	0.0034206875827549085	-4.714761383268982	-140.03471711742878	0.02689355572068848	138.02378184318542	0.1885285484790802
270000	2700	6837.195419073105	0.0	0.0	0.0	0.0	0.0	0.003287637932578946	-4.771282873306424	-126.99134866273403	0.021108243207574123	118.77707347869872	0.574332878291607
280000	2800	7091.350654125214	0.0	0.0	0.0	0.0	0.0	0.003042347330836492	-4.8644844760037955	-165.20196537202597	0.019833842303874652	123.20524061203002	3.2917453372478485
290000	2900	7346.057229757309	0.0	0.0	0.0	0.0	0.0	0.002759428185880097	-5.025774753127247	-218.51966112309694	0.01036617310777796	318.1168045043945	-2.988811731338501
300000	3000	7600.058685064316	0.0	0.0	0.0	0.0	0.0	0.0025679030298451835	-5.105313806775957	-203.17751040768624	0.008451512834852846	192.84153928756714	8.260170178413391
310000	3100	7853.530901432037	0.0	0.0	0.0	0.0	0.0	0.0026348913998590433	-4.928715960744769	-245.38441349506377	0.007622982749327351	158.99634475708007	8.237758865356446
320000	3200	8108.243535280228	0.0	0.0	0.0	0.0	0.0	0.0026983279848664097	-4.755339402440935	-278.8942145652175	0.007257875711954318	290.4264672088623	0.24410001695156097
330000	3300	8361.483454704285	0.0	0.0	0.0	0.0	0.0	0.0026681597640563267	-4.747616150859743	-285.56746435266734	0.0061032899322569405	267.21890951156615	6.859959535598755
340000	3400	8614.981382369995	0.0	0.0	0.0	0.0	0.0	0.0026510151030670385	-4.7557816691435875	-297.76202840328216	0.008201367024227699	116.36101625442505	2.437962574958801
350000	3500	8868.190066576004	0.0	0.0	0.0	0.0	0.0	0.0025006875447870698	-4.7704795835316185	-85.8594886199236	0.022223982945876516	279.05504390716555	-10.866229385733604
360000	3600	9120.876116275787	0.0	0.0	0.0	0.0	0.0	0.0025137481346901042	-4.7674524457901715	-132.36407067471742	0.020325752544795184	344.03214632987977	-5.8775267624855045
370000	3700	9373.690138578415	0.0	0.0	0.0	0.0	0.0	0.0025625672533351462	-4.783920967087149	-153.93124875450135	0.033071947984221015	1019.9018363952637	2.147110722064972
380000	3800	9625.76032423973	0.0	0.0	0.0	0.0	0.0	0.0024135418861114884	-4.949889676705003	-255.35687918758393	0.03610363546414803	2041.0681954956056	-9.690450813770294
390000	3900	9879.051434993744	0.0	0.0	0.0	0.0	0.0	0.002212648466025712	-5.165616654410958	-294.00072007852793	0.04282732462973779	569.269727935791	-9.891205959916114
400000	4000	10133.044142484665	0.0	0.0	0.0	0.0	0.0	0.0020176623397128424	-5.350962514773011	-232.45959103655815	0.033791735727359176	2105.5648095703127	-16.024260326623917
410000	4100	10386.159525156021	0.0	0.0	0.0	0.0	0.0	0.00191531526241306	-5.514726483166218	-281.425138710022	0.07504385149162719	723.2767901611328	4.464592366218567
420000	4200	10639.291724681854	0.0	0.0	0.0	0.0	0.0	0.0018632804763838067	-5.636020761072635	-239.68369986343384	0.036190494133478225	1411.349671936035	2.8494642615318297
430000	4300	10892.761874437332	0.0	0.0	0.0	0.0	0.0	0.001980144339824619	-5.578419456124306	-158.75180610275268	0.029293969425623605	1322.4807968139648	0.42496601164340975
