steps	episodes	elapsed	mean	median	stdev	max	min	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss
550000	5500	7817.61032128334	0.0	0.0	0.0	0.0	0.0	0.03868492731079459	-0.24902692740829663	-4.540600697681308	0.01157531593387698	0.013229287178255618	0.009365023439750075
560000	5600	7959.805885314941	0.0	0.0	0.0	0.0	0.0	0.039182587280869485	-0.20803620053827762	-5.046220141589641	0.014492830277966452	0.2933152785524726	0.05845952495932579
570000	5700	8100.773933172226	0.0	0.0	0.0	0.0	0.0	0.03949785346165299	-0.1877628169520758	-4.533104497760534	0.01258541057600662	0.09037392615806311	0.0980473389942199
580000	5800	8241.78212761879	0.0	0.0	0.0	0.0	0.0	0.039810814399272205	-0.16615832700347527	-3.8523699363768102	0.012720226879026676	0.11550403678789735	-0.1392429518699646
590000	5900	8384.112102270126	0.0	0.0	0.0	0.0	0.0	0.04006486681476235	-0.14725321328721475	-3.5015013086795808	0.012644801305835231	0.03707800683099777	-0.0025740054994821547
600000	6000	8526.616604328156	0.0	0.0	0.0	0.0	0.0	0.04021785562485457	-0.13317326207400765	-3.6085253881812096	0.016356359867913596	0.03493921256042085	0.013148760497570038
610000	6100	8669.768629550934	0.0	0.0	0.0	0.0	0.0	0.04028812040761113	-0.11983222402317915	-4.465148668989539	0.016019102940209345	0.14338194236159324	0.046588904410600665
620000	6200	8813.124572515488	0.0	0.0	0.0	0.0	0.0	0.040473219472914934	-0.10944969051977387	-3.9144031944721935	0.016281364025527652	0.0988298850459978	-0.0016710162907838822
630000	6300	8955.764700174332	0.0	0.0	0.0	0.0	0.0	0.04047315335646272	-0.09889156200777506	-3.500633359402418	0.014484569571360396	0.019319591598468834	0.03472638517618179
640000	6400	9099.335922718048	0.0	0.0	0.0	0.0	0.0	0.04044564806297422	-0.09119386065233266	-3.831887962281704	0.012166374245471954	0.05844697824679315	0.13224048961885274
650000	6500	9240.859243392944	0.0	0.0	0.0	0.0	0.0	0.0404360066652298	-0.08634570837108185	-3.6829065197855235	0.011277132401649915	0.026095554498024285	-0.022837487570941447
660000	6600	9382.005974531174	0.0	0.0	0.0	0.0	0.0	0.04045879363641143	-0.08391357447166228	-3.3611688299924136	0.011455882170557269	0.02247279868926853	0.010190301537513734
670000	6700	9523.502017498016	0.0	0.0	0.0	0.0	0.0	0.040524655371904375	-0.08013308134436374	-4.332908183470368	0.01617255914453065	0.8672708420455456	0.00868126928806305
680000	6800	9664.882071018219	0.0	0.0	0.0	0.0	0.0	0.04050805924460292	-0.07760498988715699	-3.252112752214074	0.012475705820310608	0.01925061659421772	0.037422000356018545
690000	6900	9806.888900279999	0.0	0.0	0.0	0.0	0.0	0.04049088060110807	-0.07627018606179627	-3.7136009015142917	0.013578481828958483	0.19683656742796302	0.13638658106327056
700000	7000	9949.380454778671	0.0	0.0	0.0	0.0	0.0	0.040488384284079075	-0.07431375311588635	-3.7195570341944695	0.015385223401118185	0.11499643501825631	-0.0026258599758148195
710000	7100	10091.706763029099	0.0	0.0	0.0	0.0	0.0	0.040485694527626036	-0.07361143261234974	-4.164776261851191	0.017799847873838044	0.18234942572191357	-0.011605403665453196
720000	7200	10235.462802886963	0.0	0.0	0.0	0.0	0.0	0.040483484789729116	-0.07239619729394325	-3.152630463793874	0.016663917628629493	0.05543671124964021	-0.008208636455237865
730000	7300	10376.678944826126	0.0	0.0	0.0	0.0	0.0	0.040470827851444485	-0.0730511537171551	-4.683680826738477	0.010813728628147752	0.1719288379698992	-0.10530163392424584
740000	7400	10518.440117359161	0.0	0.0	0.0	0.0	0.0	0.04046884366869927	-0.07188214232056635	-3.6668438730686903	0.009429872899126036	0.06891100543783978	0.132531897444278
750000	7500	10660.704744577408	0.0	0.0	0.0	0.0	0.0	0.04046692707762122	-0.07152961746649816	-3.8524827939122916	0.016997401288325713	0.07945176123641431	-0.25169171154499054
760000	7600	10802.420732021332	0.0	0.0	0.0	0.0	0.0	0.04046366334334016	-0.07135035975836218	-4.09211758248508	0.018629970937688253	0.20500371845439078	-0.20914879232645034
770000	7700	10945.065827846527	0.0	0.0	0.0	0.0	0.0	0.04045491088926792	-0.07172233492461964	-4.453198676198721	0.013387152290083668	0.15492475033272057	0.05328560531139374
780000	7800	11087.713689565659	0.0	0.0	0.0	0.0	0.0	0.04044799984246492	-0.07226764775533229	-4.992951858147979	0.01760554627427183	0.5736055298522115	0.10702429636381566
790000	7900	11229.677016735077	0.0	0.0	0.0	0.0	0.0	0.04044285839796066	-0.07245436073315796	-4.306340153962374	0.017175794606278372	0.12578444090671836	-0.07810071267187596
800000	8000	11372.951471805573	0.0	0.0	0.0	0.0	0.0	0.040438477780669925	-0.07308110479987226	-4.165762715131044	0.017863165087595723	0.16702524143271147	0.0014860350638628006
810000	8100	11514.732746124268	0.0	0.0	0.0	0.0	0.0	0.04043709691241384	-0.0745617024351377	-4.138359530836344	0.020772937440602674	0.25345057661645115	0.022475498393177987
820000	8200	11656.677977085114	0.0	0.0	0.0	0.0	0.0	0.04044043365493417	-0.07447693314088974	-3.3865831146389245	0.018747435629247078	0.16859379378613085	0.2405736393481493
830000	8300	11799.531792163849	0.0	0.0	0.0	0.0	0.0	0.040430608995258806	-0.0752530149742961	-4.108971888303757	0.018437549651892204	0.1282124987989664	-0.21569429032504558
840000	8400	11941.826263666153	0.0	0.0	0.0	0.0	0.0	0.040425451904535295	-0.07544616195559502	-3.495588782399893	0.014028685521758441	0.13978430798277258	-0.03230620011687279
850000	8500	12085.596582174301	0.0	0.0	0.0	0.0	0.0	0.0404146546497941	-0.07534866803046315	-3.3659542326629164	0.016196701406639865	0.1576088725309819	0.22168492630124093
860000	8600	12229.732211112976	0.0	0.0	0.0	0.0	0.0	0.04042097357660532	-0.07423297847947105	-3.874160485565662	0.014774995758960166	0.16903403181582688	-0.1734918089956045
870000	8700	12372.896773338318	0.0	0.0	0.0	0.0	0.0	0.04042272374033928	-0.07465569421311374	-3.62462915122509	0.014825866130356285	0.03964651615358889	-0.05362413151189685
880000	8800	12517.62672162056	0.0	0.0	0.0	0.0	0.0	0.04042688613012433	-0.07406850935693364	-3.419653792470694	0.014791106019440132	0.04760598671622574	-0.07601183153688908
890000	8900	12660.991674661636	0.0	0.0	0.0	0.0	0.0	0.04042333044111729	-0.073184995098738	-3.5693916328549387	0.015309783020616355	0.05149505031295121	-0.12048329326789826
900000	9000	12804.341214895248	0.0	0.0	0.0	0.0	0.0	0.04042153946310282	-0.07254708693979774	-3.603974616765976	0.01179070100594046	0.06136711525730789	-0.10385266818106174
910000	9100	12948.679185152054	0.0	0.0	0.0	0.0	0.0	0.04042149008065462	-0.07101266110420693	-3.5706463099867105	0.016517846291656448	0.2578572219540365	0.058277200972661376
920000	9200	13092.46287369728	0.0	0.0	0.0	0.0	0.0	0.040421006955206396	-0.06974130562448408	-3.1168684312105177	0.014911909096989173	0.012412474090233445	-0.030378290424123405
930000	9300	13236.475875139236	0.0	0.0	0.0	0.0	0.0	0.040465848729014396	-0.06844341070496011	-2.988109445005655	0.014850388241097658	0.18246466517448426	0.1520742346253246
940000	9400	13379.840471506119	0.0	0.0	0.0	0.0	0.0	0.040464766792953015	-0.06758538056886755	-3.3603941402435304	0.016099774175877664	0.2252419843059033	-0.01286488503217697
950000	9500	13522.240561246872	0.0	0.0	0.0	0.0	0.0	0.04046901424974203	-0.06720441546011716	-3.0331534360051156	0.018969186271231286	0.023555716593982652	-0.04713570344611071
960000	9600	13666.229183673859	0.0	0.0	0.0	0.0	0.0	0.040475101243704556	-0.06641610394697636	-3.411463373601437	0.019014907054691065	0.19481003649067133	-0.06960649948567152
970000	9700	13809.136688709259	0.0	0.0	0.0	0.0	0.0	0.0404774384200573	-0.06608477029902861	-3.6738945738375186	0.02232237548575338	1.0024959125090391	0.3189140874519944
980000	9800	13953.26565361023	0.0	0.0	0.0	0.0	0.0	0.04048168786242604	-0.06537594313267618	-2.9805867956280707	0.01937821018864041	0.007508780115749687	-0.02677399778913241
990000	9900	14097.043229341507	0.0	0.0	0.0	0.0	0.0	0.040480751983821395	-0.06484995893621817	-3.2652862283587454	0.020022989079465283	0.21328865244053305	-0.3066730176191777
1000000	10000	14241.179380655289	0.0	0.0	0.0	0.0	0.0	0.04047355455905199	-0.06381477727578022	-3.165797928601503	0.020079011246776263	0.06614742580801249	-0.1687900601141155
