mean_dist	min_dist	max_dist	agent_within_SS	expert_within_SS
3260.726590455433	2982.972480392129	3454.4009674289223	88.44457783873021	86.26841120390144
6566.243110458665	1940.3982562377373	7924.529417952598	1502.616498244362	86.26841120390144
12081.137205666239	9090.876987059259	22028.395494519744	5654.589451156065	86.26841120390144
21975.47430216355	21914.327901682133	22030.60448700802	2.2117044089816305	86.26841120390144
21975.407277023347	21914.327901682133	22029.314788775835	1.563891720477236	86.26841120390144
21975.578252575076	21914.327901682133	22030.60448700802	2.648550379516257	86.26841120390144
2040.6871312768285	1954.5825423605502	2130.6931346465367	19.044115689827784	86.26841120390144
2036.2860011762784	1946.2558696687713	2131.6984662329555	16.75771806970663	86.26841120390144
2623.7105395302997	1901.6366755654326	9205.404664404143	4161.43915212593	86.26841120390144
7176.943430105949	4934.878914040908	9259.58517515342	3544.3018456531327	86.26841120390144
9937.506294533043	8874.12255729222	22027.10105899044	6393.095759649481	86.26841120390144
9947.083262723187	8876.986513619724	22026.756934759545	6392.655587994561	86.26841120390144
9316.328563300127	8913.274557185965	22027.10105899044	3596.393373004422	86.26841120390144
9334.440218752516	8913.340229018126	22027.10105899044	3596.08550829638	86.26841120390144
9933.878737515633	8894.157925998814	22027.10105899044	6392.800561309686	86.26841120390144
8107.139315660454	4842.45938712895	9246.893010858628	1994.0240982190487	86.26841120390144
8363.545056956635	1963.8480558501221	22025.33897725476	4501.877296488519	86.26841120390144
2387.601711093291	626.6843607327775	9242.11952434406	4267.240268265433	86.26841120390144
9086.934284544112	8907.842322726308	9236.702171307415	18.707985077349207	86.26841120390144
9106.383749016166	8935.135247518174	9253.147528908688	15.968435178183773	86.26841120390144
9097.195822646558	8932.525443962106	9243.090458459741	12.636899904294733	86.26841120390144
9108.129725770117	8953.194309267863	9252.093458975649	13.6105204795529	86.26841120390144
9109.618590824453	8951.124387927142	9259.837657002954	15.354290679821839	86.26841120390144
9087.736545551767	8900.376465169915	9239.852686585953	17.87338937263367	86.26841120390144
3999.607895006963	2448.241008543678	9165.474897562151	1964.365038826464	86.26841120390144
1494.0956732484406	1031.9112598543798	1719.6114490467824	232.80352444971177	86.26841120390144
2654.0155192631873	2638.3231998542697	9114.409597983284	3237.753222744535	86.26841120390144
2452.0630709121433	1430.012562701459	9171.7522087256	2979.259584860817	86.26841120390144
4455.499785772918	2728.466196612278	9170.856240431189	4917.181144632164	86.26841120390144
6053.761891857436	1705.2801833883382	9193.173780121806	3424.1024219712904	86.26841120390144
8870.641359428144	8281.196856430064	9182.638443561653	179.44547681271047	86.26841120390144
1588.071918014079	1330.526097802741	2055.647295898047	356.33721375507923	86.26841120390144
1638.900408631729	1158.9787043603396	2194.9347712569456	352.11911800147044	86.26841120390144
1115.8081792330065	815.0882966096494	1800.6542072449706	366.0990784129558	86.26841120390144
827.3082915424275	642.5565885784245	1077.029426328962	241.36899574604803	86.26841120390144
530.1728970542275	447.4473926102948	1071.5277808747364	288.3298814434991	86.26841120390144
584.1110355153183	419.6725930014473	841.1818198580601	114.58597788253273	86.26841120390144
477.7014165164532	372.33858727493185	649.1087245666197	93.05235687363432	86.26841120390144
559.5067917614052	399.50860784442887	934.163488676891	227.31996061179012	86.26841120390144
1360.6608486022333	600.2000954045611	7862.493598341667	1309.1485102602362	86.26841120390144
1265.7991769137886	926.7906714430402	1531.7898351195388	158.30416204447093	86.26841120390144
1492.0538826969869	1276.4077335239492	1772.1338434346983	93.38706123956081	86.26841120390144
1268.5391014943186	841.6319612066801	3206.1016097604675	483.13021209425153	86.26841120390144
664.4307961088552	617.5030482062358	2410.0590176948745	709.0191815315195	86.26841120390144
1268.1361912055143	417.8868696668259	2170.3755429444	659.1375116253162	86.26841120390144
1058.492956220687	888.9207307121867	1324.256867088695	202.5911051095739	86.26841120390144
2125.545283384412	2003.3948751593616	2314.226652449909	68.71691259726097	86.26841120390144
