steps	episodes	average_discriminator_loss	average_D_output	average_mod_rewards	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates
1024000	1000	-0.2419778560474515	-0.755650049932301	nan	-0.7556500441214176	-1.0265471	0.44793987	0.04812717813998461	-0.010147046130150557	160000
2048000	2000	-0.2771866279840469	-0.33939416587818416	nan	-0.33939416168496966	0.42694768	0.44818506	0.062209986932575706	-0.002317532002925873	320000
3072000	3000	-0.2376382649242878	-0.29975709880236534	nan	-0.2997570969243783	-0.7331538	0.46815357	0.03912162626162172	-0.0276333037763834	480000
4096000	4000	-0.10165942812711	-0.23368360522188594	nan	-0.23368360507037297	0.95974404	0.45748192	0.0380090406909585	-0.017618276542052627	640000
5120000	5000	-0.19824854490160942	-0.22472010960418265	nan	-0.22472010952624677	-0.8700732	0.48156506	0.03909921577200293	-0.01853883049450815	800000
6144000	6000	-0.22524594996869565	-0.2016099295577927	nan	-0.20160992959833962	0.84975696	0.4828489	0.048792192935943605	-0.011503374865278602	960000
7168000	7000	-0.2389464773386717	-0.20236314901807678	nan	-0.20236314939285704	-0.49834526	0.46089065	0.05870411075651646	-0.009262652862817048	1120000
8192000	8000	-0.13138217475265265	-0.21351873113504552	nan	-0.2135187311125363	0.4896252	0.43363908	0.04855282984673977	-0.004572120048105716	1280000
9216000	9000	-0.2144907797574997	-0.2087193701237104	nan	-0.20871937005692465	-0.40722096	0.42645344	0.05953562147915363	0.00792345765978098	1440000
10240000	10000	-0.19508412101119757	-0.19644736692745937	nan	-0.19644736661775705	-0.4440017	0.44135734	0.05614376775920391	0.010957599319517612	1600000
11264000	11000	-0.10060564623773098	-0.11792438187700463	nan	-0.11792438183481	0.7193822	0.46721724	0.0430186640098691	0.005065080346539617	1760000
12288000	12000	-0.10336785842105746	-0.1255805852577905	nan	-0.12558058542175085	-0.72534186	0.44892067	0.041774898543953894	-0.008311644690111279	1920000
13312000	13000	-0.16286924573779107	-0.12110340466460912	nan	-0.12110340451974451	-0.6020747	0.4662344	0.04656520064920187	0.001719757989048958	2080000
14336000	14000	-0.14980609468370676	-0.1355291273824405	nan	-0.13552912668688913	-0.39481127	0.46660212	0.05249639086425304	0.001813890542834997	2240000
15360000	15000	-0.13527162262052297	-0.11241785446810536	nan	-0.11241785356951442	-0.0841746	0.457906	0.05766221363097429	0.0025534062646329404	2400000
16384000	16000	-0.15221306485682726	-0.0953101767131593	nan	-0.09531017566312258	0.26170808	0.46445087	0.058588096238672734	-0.0029054712876677513	2560000
17408000	17000	-0.13211978112906217	-0.06934620820987038	nan	-0.0693462067136148	0.30409756	0.4627798	0.05433436580002308	-0.008884214349091053	2720000
18432000	18000	-0.1130545461177826	-0.03129677519202232	nan	-0.031296773922458304	-0.05007618	0.4692218	0.05076391108334064	0.0025935456342995166	2880000
19456000	19000	-0.1913388546705246	-0.002543829533038661	nan	-0.002543828387944444	-0.0037991665	0.466596	0.04779206875711679	-0.011313409563153982	3040000
20480000	20000	-0.14122707376629115	0.015228385929833166	nan	0.015228386764826058	0.053944763	0.47059846	0.05610753009095788	-0.006843521296977997	3200000
