steps	episodes	average_discriminator_loss	average_D_output	average_mod_rewards	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates
1024000	1000	-0.577731409072876	-0.10049143163836562	nan	-0.10049144363598045	-1.0230961	0.4833421	0.06505304928869009	-0.008261965028941632	160000
2048000	2000	-0.5391661384105683	-0.0023893263906938954	nan	-0.002389332873821779	0.7487975	0.4581128	0.07929745808243752	-0.01411572669632733	320000
3072000	3000	-0.5522742703557014	0.09688787479458066	nan	0.09688787169027455	-0.55011255	0.43089053	0.06255676921457053	-0.004842300936579704	480000
4096000	4000	-0.4783362829685211	0.15308403336821358	nan	0.15308403274986676	-0.78915524	0.42727408	0.06575767997652292	-0.0012172157876193523	640000
5120000	5000	-0.28354369549453257	0.18051368708466178	nan	0.18051368743013624	-1.8018095	0.44349983	0.0419424233213067	-0.004361657537519932	800000
6144000	6000	-0.2237300988063216	0.191392597304075	nan	0.1913925941674197	2.2587519	0.44539782	0.04812189577147365	-0.005014250800013542	960000
7168000	7000	-0.24634849575161935	0.19278910303039343	nan	0.19278910028071372	2.1522896	0.46052173	0.05254088763147593	-0.009084908161312341	1120000
8192000	8000	-0.49040190008282664	0.19027975098069874	nan	0.19027974909939097	0.2827755	0.4759901	0.0576916641369462	-0.004279129430651665	1280000
9216000	9000	-0.31719355373084546	0.17641551191051905	nan	0.17641551123334098	-1.4920028	0.4639296	0.04537467308342457	-0.012781136259436608	1440000
10240000	10000	-0.4422656814455986	0.1571767016487429	nan	0.15717670077385718	0.8360366	0.47121754	0.061581879742443564	0.0015818659029901028	1600000
11264000	11000	-0.27108503131568434	0.1491770602259785	nan	0.14917706015879656	-0.4746872	0.4710224	0.06354267410933971	-0.016438931124284864	1760000
12288000	12000	-0.22239202178269624	0.13218810933176428	nan	0.13218810929660313	-1.0606914	0.44342673	0.0711299467086792	-0.009730193028226496	1920000
13312000	13000	-0.23394329568743705	0.12331147208809852	nan	0.12331147134568454	1.3075148	0.45894137	0.05818552486598492	0.002266022339463234	2080000
14336000	14000	-0.26017167867720126	0.11389974117092788	nan	0.11389974028263532	-0.0518315	0.46710032	0.06622431293129921	-0.000661057885736227	2240000
15360000	15000	-0.318788867816329	0.09680793340993114	nan	0.09680793169455282	0.13381286	0.46359423	0.06983250215649604	0.0054452110081911085	2400000
16384000	16000	-0.2617680987268686	0.06809595876000822	nan	0.06809595971677046	-0.048425443	0.45491323	0.06693320490419864	-0.007701353579759598	2560000
17408000	17000	-0.3007982056885958	0.04547227605734952	nan	0.04547227732313769	-0.0696628	0.46519122	0.06254680830985308	-0.0006277088448405266	2720000
18432000	18000	-0.25578270699083805	0.047412930865539236	nan	0.04741293182585214	0.40929824	0.47349182	0.06752628408372402	0.0033075186982750894	2880000
19456000	19000	-0.2769112900495529	0.07138991487550084	nan	0.0713899145211013	0.4218772	0.46647057	0.06340911753475666	-0.005480118421837687	3040000
20480000	20000	-0.31355531994998453	0.10911302651639562	nan	0.10911302634760213	0.39970723	0.45573735	0.09298069722950458	-0.001326343435794115	3200000
