steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss
10000	100	88.82549285888672	0.0	0.0	0.0	0.0	0.0	2.741522117778659	0.41316068154480307	0.6248680418729782	0.5899244053661823
20000	200	176.6065230369568	0.0	0.0	0.0	0.0	0.0	3.5742080353498458	0.01215080877507694	0.289181150123477	0.029725315999239683
30000	300	264.29773569107056	0.0	0.0	0.0	0.0	0.0	19.916587946891784	0.23527688464295352	11.886968460083008	0.021073145493865013
40000	400	351.6479847431183	0.0	0.0	0.0	0.0	0.0	13.411723858356476	0.2188052033400163	7.654172821044922	0.4806670816615224
50000	500	439.1389992237091	0.0	0.0	0.0	0.0	0.0	7.556225664019585	0.13878290873853258	2.129426739811897	-0.02263044152408838
60000	600	526.5132999420166	0.0	0.0	0.0	0.0	0.0	5.296663115911186	0.14232092998660664	1.520076065659523	0.21837191727012395
70000	700	614.0296802520752	0.0	0.0	0.0	0.0	0.0	19.109363740213215	0.0514116152925043	2.0862374341487886	0.5542973947525024
80000	800	702.0240702629089	0.0	0.0	0.0	0.0	0.0	14.200862492971122	0.014118450287965817	1.0138595066405833	0.2000034536421299
90000	900	789.3401653766632	0.0	0.0	0.0	0.0	0.0	12.44633670167625	0.01957789877036641	0.08065404711291194	0.14949040193110705
100000	1000	876.8362188339233	0.0	0.0	0.0	0.0	0.0	-1.556796001188457	0.03788571565114868	0.6170955872535706	0.0037163187470287086
110000	1100	964.0480463504791	0.0	0.0	0.0	0.0	0.0	-12.820289016567171	0.5386804697550833	33.92162222862244	3.400967929363251
120000	1200	1051.2327899932861	0.0	0.0	0.0	0.0	0.0	18.145695185661317	0.18402325868001207	16.93564800262451	-0.3176940394937992
130000	1300	1138.4023859500885	0.0	0.0	0.0	0.0	0.0	11.633084075450897	0.14127071317925582	4.984516562223434	-0.10204831972718238
140000	1400	1225.1106414794922	0.0	0.0	0.0	0.0	0.0	11.603199882745743	0.1730690834577772	4.755261045694351	-0.015509045161306858
150000	1500	1312.0589954853058	0.0	0.0	0.0	0.0	0.0	16.480616943299772	0.0680192910015494	3.462375433444977	-0.09221737675368785
160000	1600	1399.5556075572968	0.0	0.0	0.0	0.0	0.0	8.489867133028806	0.12095607879773142	5.624663807153702	-0.2945635833218694
170000	1700	1486.5272862911224	0.0	0.0	0.0	0.0	0.0	18.76764670820534	0.021246130321898857	0.15121988292085006	0.07100393897737377
180000	1800	1573.0272345542908	0.0	0.0	0.0	0.0	0.0	11.841011729434133	0.009092410553747914	0.011504707414424047	-0.041911356745404194
190000	1900	1659.4331579208374	0.0	0.0	0.0	0.0	0.0	-97.8393921546936	0.4311222188732936	482.2667924499512	1.2383933442831039
200000	2000	1746.122584104538	0.0	0.0	0.0	0.0	0.0	-4.110702972456813	0.07594415925008274	2.946174216270447	-0.03900972925126553
210000	2100	1832.2800860404968	0.0	0.0	0.0	0.0	0.0	9.619996592998504	0.0850826574667276	4.749809581041336	0.06517738062888384
220000	2200	1918.517452955246	0.0	0.0	0.0	0.0	0.0	15.335390097022056	0.06379002060273864	2.6025720271468162	0.4292259719967842
230000	2300	2004.8060286045074	0.0	0.0	0.0	0.0	0.0	-37.43226839256287	0.15198099057318087	70.27661891937255	-3.1245183025300505
240000	2400	2092.661649942398	0.0	0.0	0.0	0.0	0.0	2.07576214517653	0.07831302768513013	1.8098353254795074	-0.04803432438522577
250000	2500	2179.355690717697	0.0	0.0	0.0	0.0	0.0	0.38757584427297115	0.12057955412341016	1.8957238167524337	0.3498455298691988
260000	2600	2266.192747116089	0.0	0.0	0.0	0.0	0.0	12.943392767116427	0.07897585499821433	3.5985935491323473	1.3073558070138096
270000	2700	2353.612879753113	0.0	0.0	0.0	0.0	0.0	15.131256796583534	0.013814859023568176	0.06922996708191931	-0.3001543951034546
280000	2800	2440.8832247257233	0.0	0.0	0.0	0.0	0.0	-4.708256786420941	0.036734999758340554	3.651968976259232	-0.2745239762216806
