steps	episodes	elapsed	mean	median	stdev	max	min	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates	explained_variance
10112	79	82.90971684455872	0.0	0.0	0.0	0.0	0.0	-0.13586525355379853	-0.671718567609787	-27.98631884765625	0.4648655366152525	54.35674629211426	-0.04148321671411395	1280	nan
20096	157	174.0202615261078	0.0	0.0	0.0	0.0	0.0	0.058969346649566434	-0.659383065170712	-21.764213499069214	0.07383246485609561	34.66907287597656	-0.014313397705554962	2880	nan
30080	235	265.18458342552185	0.0	0.0	0.0	0.0	0.0	-0.021962135268142446	-0.44634747159268173	-1.6189440093040466	0.000909073237737175	0.19594173841178417	-0.005532380826771259	4480	nan
40064	313	355.28950691223145	0.0	0.0	0.0	0.0	0.0	-0.45464323854632677	-0.2240166301397901	17.191049474716188	0.0007820113210982527	14.941222920417786	0.0007003853004425764	6080	nan
50048	391	445.349285364151	0.0	0.0	0.0	0.0	0.0	-1.0020993014592678	0.044410277313242354	44.05639108657837	0.0017858048257039627	103.18766773223876	-0.004305734392255544	7680	nan
60032	469	535.6952991485596	0.0	0.0	0.0	0.0	0.0	-0.8486537544988095	0.38419581602873476	137.34252758789063	0.3468216377911158	1144.8662805175782	-0.03693654360249639	9280	nan
70016	547	625.7750270366669	0.0	0.0	0.0	0.0	0.0	0.26543989341752605	0.734725134447217	138.10118421936036	0.5022970688305796	866.3909445190429	-0.043430301882326605	10880	nan
80000	625	716.5446789264679	0.0	0.0	0.0	0.0	0.0	-0.24503062093327754	0.7752680343886217	109.36694381713868	0.022328460951684975	549.5358024597168	-0.004825411811470986	12480	nan
90112	704	807.6727471351624	0.0	0.0	0.0	0.0	0.0	-1.1031260442305357	0.819213473746045	64.18648195266724	0.02128822441236116	191.18097946166992	-0.0011720419023185968	14080	nan
100096	782	888.002329826355	0.0	0.0	0.0	0.0	0.0	-0.31540807469168797	0.9217005863320082	116.84851612854004	0.3783404108714312	884.5332064819336	-0.02871085038408637	15360	nan
110080	860	978.0168552398682	0.0	0.0	0.0	0.0	0.0	-0.1441898144070583	0.9758202968481576	72.21996781921386	0.40065370507724585	286.30842697143555	-0.042574277324602006	16960	nan
120064	938	1067.7245967388153	0.0	0.0	0.0	0.0	0.0	-0.13180457038609894	0.9440825895631108	53.85992660140991	0.19615956695657225	188.0100666809082	-0.011699829902499913	18560	nan
130048	1016	1157.483952999115	0.0	0.0	0.0	0.0	0.0	-0.042895546136121995	0.9490868255850815	53.88442770767212	0.2952906441201922	173.4077400970459	-0.0212629053555429	20160	nan
140032	1094	1247.043049812317	0.0	0.0	0.0	0.0	0.0	-0.04860117029727553	0.9183260382646147	32.25174605941773	0.2775478817536496	63.7642649269104	-0.02595448083244264	21760	nan
150016	1172	1336.604478597641	0.0	0.0	0.0	0.0	0.0	-0.05222446069133002	0.8860161962268287	26.046005052566528	0.22517951786902268	48.06570051193237	-0.0138988072052598	23360	nan
160000	1250	1425.9941229820251	0.0	0.0	0.0	0.0	0.0	-0.024115273479656026	0.8751389908198363	34.93275498962402	0.24383613247569882	76.15099500656127	-0.021436688676476478	24960	nan
170112	1329	1516.2283062934875	0.0	0.0	0.0	0.0	0.0	-0.041783196853023584	0.8584268822458135	33.53012424659729	0.20657277719213743	71.57293437957763	-0.016771162170916797	26560	nan
180096	1407	1596.1413497924805	0.0	0.0	0.0	0.0	0.0	-0.06332268785953056	0.8547517250067201	37.6863230342865	0.20568462983777863	93.73418869018555	-0.02118244118988514	27840	nan
190080	1485	1686.2466051578522	0.0	0.0	0.0	0.0	0.0	-0.06811829612581641	0.8539356677185582	44.0933702507019	0.2397190901421709	122.00982982635497	-0.016115709384903313	29440	nan
200064	1563	1776.90003323555	0.0	0.0	0.0	0.0	0.0	-0.06524652762082406	0.8460734447022689	36.71306511878967	0.2239545338232274	88.71396881103516	-0.016819977834820747	31040	nan
