steps	episodes	elapsed	mean	median	stdev	max	min	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss
10000	100	209.41273522377014	0.0	0.0	0.0	0.0	0.0	0.014221152093691321	-2.691031899589759	-119.03867197954655	0.0885063245880292	3134.589401550293	19.799978399276732
20000	200	416.99882674217224	0.0	0.0	0.0	0.0	0.0	0.016073265232336827	-2.086519374201695	-37.99651077395678	0.20179930941348642	307.1875969314575	2.520076002776623
30000	300	624.9788434505463	0.0	0.0	0.0	0.0	0.0	0.017870764839104734	-1.7809242418863707	-63.69934117698669	0.1951917463441058	645.3435958862304	4.38992505133152
40000	400	833.016583442688	0.0	0.0	0.0	0.0	0.0	0.01759137556580707	-1.7205401870290724	-116.97697099304199	0.3239198447469207	372.5363091278076	8.306129323244095
50000	500	1041.7234876155853	0.0	0.0	0.0	0.0	0.0	0.014883531565115286	-2.2709486537398056	-197.22197437286377	0.24901410746932093	1148.9517050170898	2.6996912014484407
60000	600	1251.81644821167	0.0	0.0	0.0	0.0	0.0	0.012792759670470005	-2.7469032506904223	-233.26632653045655	0.10789477358035719	766.8936891174317	-9.19099515557289
70000	700	1461.4995760917664	0.0	0.0	0.0	0.0	0.0	0.013155960586201741	-2.534047022922435	-62.78369488716125	0.03663072369484334	229.79339056015016	0.8769124361872673
80000	800	1672.4598259925842	0.0	0.0	0.0	0.0	0.0	0.012840936568379402	-2.4453967549532654	-91.44933136081696	0.048529063609450605	317.1544665145874	-9.625884683132172
90000	900	1883.5585680007935	0.0	0.0	0.0	0.0	0.0	0.01215833118337751	-2.462816008948224	-141.76238666152955	0.04975194163519043	744.4825404357911	-4.5805594319105145
100000	1000	2092.711925506592	0.0	0.0	0.0	0.0	0.0	0.01158066827964238	-2.4809174736634985	-95.78219006967545	0.04747169711208103	193.5828370285034	-4.45204909324646
110000	1100	2301.2940719127655	0.0	0.0	0.0	0.0	0.0	0.011322027991300316	-2.436874686455196	-80.43593948554992	0.03116981709826838	140.55868326187135	0.062117851972579956
