steps	episodes	elapsed	mean	median	stdev	max	min	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss
10000	100	220.32570624351501	0.0	0.0	0.0	0.0	0.0	0.00989981272813076	-3.475435008891882	-108.38745022583008	0.3755399460653715	1780.8449279785157	18.843942447900773
20000	200	432.79946422576904	0.0	0.0	0.0	0.0	0.0	0.005620336931501814	-4.79699615155084	-331.7213321713209	0.03241049445258214	2183.38416305542	0.7934775304794311
30000	300	646.2256875038147	0.0	0.0	0.0	0.0	0.0	0.005585309236779815	-4.915012409130478	-261.2419279174805	0.038620855445369306	3568.297939453125	5.757070018053055
40000	400	857.1171925067902	0.0	0.0	0.0	0.0	0.0	0.005653439931731368	-4.9512289411698776	-84.35238912159204	0.04218362284733426	1097.8656491088868	12.178577113151551
50000	500	1067.599690914154	0.0	0.0	0.0	0.0	0.0	0.007827679920014	-4.393336101984366	-156.62059021759032	0.17478027115625555	875.9295724487305	0.9084759443998337
60000	600	1277.8143560886383	0.0	0.0	0.0	0.0	0.0	0.007770097816941198	-4.314049488013117	-139.85919888210296	0.10621980451458718	1457.856731414795	-3.3008113583922385
70000	700	1487.4411742687225	0.0	0.0	0.0	0.0	0.0	0.008602505226941176	-4.0558183661119624	-131.10530354690553	0.1083736807602391	943.4711959838867	9.086388869285583
80000	800	1698.6846005916595	0.0	0.0	0.0	0.0	0.0	0.008742717768775764	-3.948130629169941	-218.23235816574098	0.11353088643489019	717.7895181274414	-4.062896421551704
90000	900	1908.1593902111053	0.0	0.0	0.0	0.0	0.0	0.007954957463029141	-4.1334896994963986	-247.13780676412583	0.13209402262500586	2251.067113647461	2.6304035103321075
100000	1000	2118.9494335651398	0.0	0.0	0.0	0.0	0.0	0.008311497564714122	-4.038451748735554	-143.86864800262452	0.016138258673625543	1029.2353223419188	-4.021625510454178
110000	1100	2332.0974707603455	0.0	0.0	0.0	0.0	0.0	0.008245847714930782	-4.0717662719064265	-174.08017212295533	0.015754585682326957	800.052137298584	-4.300717463493347
120000	1200	2544.033110141754	0.0	0.0	0.0	0.0	0.0	0.008381429418773683	-3.9951544274310624	-102.09450934791565	0.02598231890538414	831.6052459716797	-9.869299535751344
130000	1300	2755.6457319259644	0.0	0.0	0.0	0.0	0.0	0.008155211747689463	-4.052312109087594	-269.9933552073836	0.009371344508777179	745.113133239746	5.039681809544564
140000	1400	2966.1213986873627	0.0	0.0	0.0	0.0	0.0	0.007808248970024579	-4.342686819356866	-295.9438962737918	0.009142756487246682	1639.200651550293	19.55904151201248
150000	1500	3176.9350197315216	0.0	0.0	0.0	0.0	0.0	0.007783116260550741	-4.48311173085589	-264.8955127820969	0.00862287328348008	460.8905588531494	4.348438768386841
160000	1600	3389.2838158607483	0.0	0.0	0.0	0.0	0.0	0.00783833901961043	-4.4866014442266895	-180.67646297115087	0.009198066221995782	742.4985946655273	18.347882439494132
170000	1700	3598.8792469501495	0.0	0.0	0.0	0.0	0.0	0.0075951878871419465	-4.549503890936263	-220.873055850029	0.011704530277621448	661.2658787536622	-3.6172229820489883
180000	1800	3810.7816541194916	0.0	0.0	0.0	0.0	0.0	0.00730460517591564	-4.598201979597099	-116.48128622448445	0.014201077343917476	827.9048330688477	-1.3629654169082641
190000	1900	4024.3226606845856	0.0	0.0	0.0	0.0	0.0	0.007606523826078046	-4.505335321535356	-107.70906617999077	0.009149409467885998	465.4506717681885	18.26565043926239
200000	2000	4239.842207431793	0.0	0.0	0.0	0.0	0.0	0.0067969618902134245	-4.791392565053887	-355.635437895298	0.00529225050276036	491.72799137115476	-1.0264602971076966
210000	2100	4451.860095024109	0.0	0.0	0.0	0.0	0.0	0.0063917478000803385	-5.16585479585547	-359.1550017361641	0.004213597992866944	438.44332263946535	1.8753793680667876
220000	2200	4660.679066419601	0.0	0.0	0.0	0.0	0.0	0.0063564948058410665	-5.489555473250337	-460.6573263130188	0.005909568992773291	380.1108029937744	3.8786912524700163
230000	2300	4869.070437192917	0.0	0.0	0.0	0.0	0.0	0.005469564412116597	-6.002508079655469	-381.5184322957397	0.0025283458116975755	349.5020832824707	-8.240429801940918
240000	2400	5077.535887718201	0.0	0.0	0.0	0.0	0.0	0.004976463846418483	-6.61059580989927	-550.7706161565781	0.0019305808528139491	548.1479742431641	4.247146270275116
250000	2500	5285.395213603973	0.0	0.0	0.0	0.0	0.0	0.004275121498583757	-7.353677102729678	-548.0006881804467	0.0020543793827696487	471.3387662506104	0.921483907699585
260000	2600	5493.208926439285	0.0	0.0	0.0	0.0	0.0	0.003981010945390153	-7.949435989424586	-492.6069626171589	0.0016380738218610405	567.044353981018	22.998495473861695
270000	2700	5701.182205915451	0.0	0.0	0.0	0.0	0.0	0.0038944554717745632	-8.292174410626291	-617.3873911261559	0.0021096978693217468	185.82507694244384	-4.505295147895813
280000	2800	5912.156907081604	0.0	0.0	0.0	0.0	0.0	0.0038136310147237965	-8.719997475191951	-628.792967305243	0.0013058187530364718	222.63591094970704	5.240822293758392
290000	2900	6122.656523227692	0.0	0.0	0.0	0.0	0.0	0.0033815116062760353	-9.637164160773159	-694.1133541758061	0.0016728092255886983	1092.6541760253906	3.46366015791893
300000	3000	6332.814074039459	0.0	0.0	0.0	0.0	0.0	0.003114535493987205	-10.625025752350687	-717.5390998487472	0.0020421723905613342	1648.9887667846679	-21.47885612398386
310000	3100	6542.737921237946	0.0	0.0	0.0	0.0	0.0	0.0022471561390484565	-11.844047246426344	-738.2211140326857	0.0019945625750771717	551.3549191284179	0.793118109703064
320000	3200	6752.97856593132	0.0	0.0	0.0	0.0	0.0	0.0014354213311744389	-12.924712141752243	-693.6554328670502	0.0027345019493352704	715.0141371154785	16.580498142242433
330000	3300	6962.126187086105	0.0	0.0	0.0	0.0	0.0	0.0013042770516476594	-13.610268661260605	-550.510166759491	0.0018376411424032375	520.1432902526856	9.513816986083985
340000	3400	7172.839416742325	0.0	0.0	0.0	0.0	0.0	0.0012903139884729172	-13.76369342637062	-486.940432967186	0.002690687463971369	376.9555350494385	3.533835441172123
350000	3500	7383.530680656433	0.0	0.0	0.0	0.0	0.0	0.0012935764134381317	-13.91347696518898	-642.3072743003369	0.0020504355136345916	446.52522598266603	-12.012574464082718
360000	3600	7593.415614366531	0.0	0.0	0.0	0.0	0.0	0.0012333943335179356	-14.345103179454803	-708.2826635539532	0.002312392252875832	603.2178153991699	-8.148977279663086
370000	3700	7805.497287988663	0.0	0.0	0.0	0.0	0.0	0.0012301764177900622	-14.484817730903625	-670.15774360466	0.0011710594866312625	621.5082888031006	-2.1964544582366945
380000	3800	8013.877820730209	0.0	0.0	0.0	0.0	0.0	0.0012214942810533102	-14.965554909706116	-984.4179467954635	0.0006848233333686578	2691.5314294433592	43.12231364250183
390000	3900	8222.270612478256	0.0	0.0	0.0	0.0	0.0	0.001205346493574325	-15.71227508020401	-1109.1061576118468	2.3319788727198574e-27	321.1616854095459	-10.90416219830513
400000	4000	8432.592650175095	0.0	0.0	0.0	0.0	0.0	0.0011730754819727735	-16.524273624420164	-1098.508986916542	3.6688233805897845e-05	305.9630076026917	-9.430831899642945
410000	4100	8642.04481959343	0.0	0.0	0.0	0.0	0.0	0.0011800543701247078	-17.01644459629059	-730.6147609724999	0.0009118397513396068	2773.7364541625975	-3.528381462097168
420000	4200	8852.070443630219	0.0	0.0	0.0	0.0	0.0	0.0011714782972703688	-17.00404518222809	-720.188555229187	0.0017053823694128934	580.2705588531494	-19.00628054499626
430000	4300	9062.735622406006	0.0	0.0	0.0	0.0	0.0	0.0012070878132944926	-16.887881212234497	-653.5212386760712	0.000992202201704656	382.3616961669922	3.1169518852233886
440000	4400	9273.024469137192	0.0	0.0	0.0	0.0	0.0	0.0011957726881373673	-16.68076312828064	-711.9391632304191	0.001065713675239333	415.30821954727173	8.737200984954834
450000	4500	9484.628241539001	0.0	0.0	0.0	0.0	0.0	0.0012254183473269223	-16.645518916130065	-692.2024456959963	0.001197149135088726	103.88409426689148	-7.235096430778503
460000	4600	9695.166158676147	0.0	0.0	0.0	0.0	0.0	0.0012463083309703507	-16.856949395179747	-928.0709434199333	0.002092894898950004	411.59857181549074	6.974186596870422
470000	4700	9906.027189970016	0.0	0.0	0.0	0.0	0.0	0.0012178477019479032	-17.44216787290573	-827.6523312835693	0.0019181678955977868	600.8147689819336	-19.796730091571806
480000	4800	10122.51537847519	0.0	0.0	0.0	0.0	0.0	0.0011976730976530235	-17.74593090057373	-752.6922713317871	0.001233008337794451	317.6412762069702	12.166119912266732
490000	4900	10335.497738361359	0.0	0.0	0.0	0.0	0.0	0.001196161052546813	-18.18848313808441	-1095.7555938543678	0.0007544400363900576	773.5710890197754	2.595497289896011
500000	5000	10547.660896778107	0.0	0.0	0.0	0.0	0.0	0.001175472341972636	-18.88676746082306	-1129.9722074198723	0.0007268448237234933	350.4304660797119	0.4222365939617157
510000	5100	10759.600422620773	0.0	0.0	0.0	0.0	0.0	0.00119060583558894	-19.123057306289674	-1105.1553908572198	0.0013826424504600832	772.4000788879395	4.380654344558716
520000	5200	10971.468829154968	0.0	0.0	0.0	0.0	0.0	0.001177005735655257	-19.257464962005614	-1166.355487237692	0.0	1819.4668232727051	-28.827162799835204
530000	5300	11184.021882295609	0.0	0.0	0.0	0.0	0.0	0.0011910449265051283	-19.434012396812438	-1255.0251584119796	3.19533394567192e-30	243.88625827789306	5.307077951431275
540000	5400	11399.809627532959	0.0	0.0	0.0	0.0	0.0	0.0012023805590943085	-19.615755904197695	-853.3136255576611	0.0014703386092169693	453.9673553466797	-12.494085326194764
550000	5500	11612.659892082214	0.0	0.0	0.0	0.0	0.0	0.0011994376414149884	-20.02870238494873	-885.6654161882401	0.0004084053700390442	324.52802127838135	-20.12752447605133
560000	5600	11824.821429014206	0.0	0.0	0.0	0.0	0.0	0.00117853987912531	-20.342749165534972	-841.2208046984673	0.0011653662216029321	455.65497451782227	1.190605480670929
570000	5700	12035.542174816132	0.0	0.0	0.0	0.0	0.0	0.0011492804403096671	-20.68443641281128	-883.7044510717392	0.0011071223116291336	291.71337589263914	3.604173880815506
580000	5800	12246.255299329758	0.0	0.0	0.0	0.0	0.0	0.001144970098983322	-20.936164184570313	-880.2383188800811	0.0015236929469550327	526.8325543212891	-8.199687594175339
590000	5900	12458.00332570076	0.0	0.0	0.0	0.0	0.0	0.001123639189703681	-21.04274990558624	-777.4472921524048	0.001480198976725701	344.23604579925535	7.856251046061516
600000	6000	12668.563043117523	0.0	0.0	0.0	0.0	0.0	0.0011210777676387807	-21.06333259010315	-833.7636576919556	0.0004021364204930201	269.0055425262451	-0.7671436309814453
610000	6100	12878.296172142029	0.0	0.0	0.0	0.0	0.0	0.0011183323393051977	-21.026804739952087	-665.3685957919955	0.0014305553342379325	540.386932220459	9.433124772906304
620000	6200	13092.451451301575	0.0	0.0	0.0	0.0	0.0	0.001159025359324005	-20.6226534614563	-741.6957773604393	0.002003936463874907	345.66774101257323	14.452078776359558
630000	6300	13305.142542362213	0.0	0.0	0.0	0.0	0.0	0.0011806361970884609	-19.894116676330565	-476.51419399142264	0.002298416332600904	550.7962786102295	8.006647585630416
640000	6400	13518.650573015213	0.0	0.0	0.0	0.0	0.0	0.0012525900194377754	-18.81927008962631	-454.8184464495182	0.00264760123188577	739.5662219238282	-6.4160101574659345
650000	6500	13729.912787914276	0.0	0.0	0.0	0.0	0.0	0.001724634788777621	-17.386798939466477	-232.56722870635986	0.004159896402186666	1143.4099696350097	7.761867606639862
660000	6600	13942.57850599289	0.0	0.0	0.0	0.0	0.0	0.001877515869346098	-16.05827490782738	-302.2929447574019	0.0022965793329294704	458.8542572784424	2.646001157164574
670000	6700	14155.098462581635	0.0	0.0	0.0	0.0	0.0	0.0020881598842242967	-14.89827525472641	-242.35866566860676	0.006529387064859254	393.6462321472168	-1.1577915060520172
680000	6800	14366.091073989868	0.0	0.0	0.0	0.0	0.0	0.0034453041231026875	-13.420046562585979	-48.27195227301121	0.0067582436450462705	242.221708984375	1.7496560090780258
690000	6900	14576.609716653824	0.0	0.0	0.0	0.0	0.0	0.004611667993696756	-12.05704908857122	-110.19955445480346	0.006546431421311032	721.4880618286132	-0.15267383486032485
700000	7000	14787.996763467789	0.0	0.0	0.0	0.0	0.0	0.005691978843737161	-10.607274415109307	-102.09640207672119	0.008287504972874008	293.10822006225584	-2.484170714020729
710000	7100	15003.677693843842	0.0	0.0	0.0	0.0	0.0	0.006381734081507602	-9.360471612427384	-117.4374979877472	0.006648455206199862	475.7591357421875	-3.050568365454674
720000	7200	15217.270859718323	0.0	0.0	0.0	0.0	0.0	0.007055273032878177	-8.07230532035604	-108.94303107202053	0.00805850111582055	470.9194662475586	-13.651020624637603
730000	7300	15429.729230880737	0.0	0.0	0.0	0.0	0.0	0.0076817648844880754	-6.893200866315514	-163.56318745803833	0.013990692380987442	620.0515623474121	1.6257639533281327
740000	7400	15640.167815208435	0.0	0.0	0.0	0.0	0.0	0.00784623667129199	-5.9513718523718415	-214.2109511947632	0.028254745012844938	666.1437315368653	4.423025791347027
750000	7500	15850.95088481903	0.0	0.0	0.0	0.0	0.0	0.007806711229379289	-5.1947208699919285	-265.68179914855955	0.027101636093926088	2041.7321673583983	0.9657296466827393
760000	7600	16062.955640077591	0.0	0.0	0.0	0.0	0.0	0.0077035324717571714	-4.791727926228195	-350.1440491027832	4.3075086679331657e-10	7380.180285644531	-4.366385223865509
770000	7700	16274.496862411499	0.0	0.0	0.0	0.0	0.0	0.007421536953854229	-4.760063900444656	-334.66871667480467	0.014213823996916137	6115.943071289063	1.2307293760776519
780000	7800	16486.127152204514	0.0	0.0	0.0	0.0	0.0	0.006984467399185633	-4.883695222113282	-330.75951889038083	0.03262329539979192	5829.33744140625	-3.3294204592704775
790000	7900	16701.359221935272	0.0	0.0	0.0	0.0	0.0	0.006748963253526199	-5.001356884453446	-387.1996457824707	1.871971150767349e-13	8189.52498046875	0.6085559582710266
800000	8000	16915.17754459381	0.0	0.0	0.0	0.0	0.0	0.006282912358014983	-5.285063499901444	-417.03469815063477	1.0272069770564888e-07	10765.38431640625	-4.423367938995361
810000	8100	17128.829162597656	0.0	0.0	0.0	0.0	0.0	0.00471137717377735	-5.923318420350552	-442.9355078430176	2.1611542046462873e-13	10532.898466796874	3.36016259431839
820000	8200	17343.317083120346	0.0	0.0	0.0	0.0	0.0	0.003535857785891267	-6.609114176511764	-469.0908756103516	2.2911820179392127e-07	12059.756611328125	3.634401943683624
830000	8300	17557.92936182022	0.0	0.0	0.0	0.0	0.0	0.002434890729065671	-7.356255923390388	-497.68000900268555	2.3470430202759927e-13	13074.615024414063	7.063946042060852
840000	8400	17771.59966301918	0.0	0.0	0.0	0.0	0.0	0.0017039967579564603	-8.121375084400176	-528.6688581848144	1.611191923086384e-07	16567.643017578124	-8.58624710559845
850000	8500	17982.755870103836	0.0	0.0	0.0	0.0	0.0	0.0009395490200436143	-8.951831139326096	-560.5192087097168	2.1158950890481018e-13	18940.772421875	-5.064473807811737
