steps	episodes	elapsed	mean	median	stdev	max	min	average_discriminator_loss	average_rewards	average_value	average_entropy	average_value_loss	average_policy_loss
10000	100	224.8557369709015	0.0	0.0	0.0	0.0	0.0	0.01331459387886123	-4.901114199406061	-354.3320345172882	3.324742973318669e-13	270.9486796951294	-9.00852910876274
20000	200	447.9258830547333	0.0	0.0	0.0	0.0	0.0	0.009141109057311088	-5.92048559204126	-284.79587250489	1.0967000991240895e-18	159.4497145652771	-13.107039394378662
30000	300	670.0654540061951	0.0	0.0	0.0	0.0	0.0	0.006834713344384606	-6.035347151960063	-315.3064253402017	4.985128835441729e-18	373.4460642242432	-2.2709090089797974
40000	400	892.8201549053192	0.0	0.0	0.0	0.0	0.0	0.005456463722904841	-6.0942753454049425	-322.3645670082569	6.645964569191592e-13	337.30809284210204	-20.3098454618454
50000	500	1117.950587272644	0.0	0.0	0.0	0.0	0.0	0.004615565024346908	-6.171628125508627	-345.8135227554292	6.757374788217698e-18	120.49139608383179	1.4891119503974914
60000	600	1343.1392245292664	0.0	0.0	0.0	0.0	0.0	0.004072422414242477	-5.956783458717868	-243.5257674996853	1.22002291859759e-14	257.86748021125794	13.98313639163971
70000	700	1568.3664083480835	0.0	0.0	0.0	0.0	0.0	0.0036264595887404117	-5.940932146085924	-325.86968165159226	3.444967542058858e-13	259.5332347679138	-5.314261120855808
80000	800	1794.763575553894	0.0	0.0	0.0	0.0	0.0	0.0032754409822402524	-5.892292877674103	-239.61309026682378	6.645942206086666e-13	407.88563346862793	-20.090182148218155
90000	900	2019.9257998466492	0.0	0.0	0.0	0.0	0.0	0.003032202570290377	-5.841282700915764	-240.5977998382747	6.190150963491693e-15	305.8404522895813	-0.9636241236329078
100000	1000	2245.954721212387	0.0	0.0	0.0	0.0	0.0	0.0028002384352008953	-5.8059223619541305	-312.08789845371246	1.829559720126273e-14	72.52707600593567	-1.0702557511627675
110000	1100	2469.9182238578796	0.0	0.0	0.0	0.0	0.0	0.0026057851040662047	-5.88496650891797	-259.647189453125	6.368526040066366e-15	215.55255840301513	-9.236860032081603
120000	1200	2693.224205493927	0.0	0.0	0.0	0.0	0.0	0.002462463777887152	-5.736570315252644	-214.18189588057996	9.008856473008362e-17	91.11512477874756	-9.271607546806335
130000	1300	2916.4402763843536	0.0	0.0	0.0	0.0	0.0	0.002063690694838442	-5.686027356961742	-244.5466511144638	6.706912760205616e-13	93.87926957130432	0.04773371696472168
140000	1400	3140.245100736618	0.0	0.0	0.0	0.0	0.0	0.0013229796197811083	-5.533793934712186	-171.05776745346188	2.3295991583395473e-18	189.69314210891724	0.04269051790237427
150000	1500	3363.102465391159	0.0	0.0	0.0	0.0	0.0	0.0010765689045692853	-5.313265097342431	-213.9733023197949	3.323042491910547e-13	63.81076927185059	-5.680609052181244
160000	1600	3587.634094953537	0.0	0.0	0.0	0.0	0.0	0.0010072167705329775	-5.1259992922395465	-151.28994372856616	6.645944695313758e-13	260.11589389801026	-10.462750714421272
170000	1700	3811.1149072647095	0.0	0.0	0.0	0.0	0.0	0.0009910091296878817	-4.9455139656811955	-216.09088159805538	6.648624082363443e-13	307.13837186813356	-3.588127851486206
180000	1800	4034.8408620357513	0.0	0.0	0.0	0.0	0.0	0.0009756948846988962	-4.816740631923079	-223.43827146232127	1.7855556382477607e-16	104.59116156578064	10.419497864842414
190000	1900	4260.161354780197	0.0	0.0	0.0	0.0	0.0	0.00094463219998579	-4.798991222951561	-242.16760621150584	6.1050365362584455e-15	311.41682598114016	19.92855828523636
200000	2000	4484.1298151016235	0.0	0.0	0.0	0.0	0.0	0.000960228342217306	-4.6823504647649825	-222.91496985787154	6.645965035124966e-13	167.95520707130433	-1.7380533885955811
210000	2100	4708.136340856552	0.0	0.0	0.0	0.0	0.0	0.0009649627097896883	-4.544558357376605	-327.7508754832074	6.187160951843357e-15	184.7035892677307	1.327085587978363
220000	2200	4932.030241966248	0.0	0.0	0.0	0.0	0.0	0.0009563403965403268	-4.501538112496958	-218.96842224210502	1.7765479324109554e-16	377.4289254760742	1.8599555736780167
230000	2300	5155.704806089401	0.0	0.0	0.0	0.0	0.0	0.0009728935709517828	-4.424711410691962	-222.48700512516498	3.4449217847894997e-13	702.9955475234985	25.623246947228907
240000	2400	5379.472021818161	0.0	0.0	0.0	0.0	0.0	0.0009855544793899752	-4.431277263322845	-311.43134492444995	3.323001392855883e-13	170.64210912704468	1.1658145335316659
250000	2500	5602.218238353729	0.0	0.0	0.0	0.0	0.0	0.0009754117452630453	-4.557879311839119	-271.0526070227623	9.261123919001192e-17	180.69839351654053	-2.288255467414856
260000	2600	5825.806317567825	0.0	0.0	0.0	0.0	0.0	0.0009882328201365454	-4.649145351255313	-286.4832236047387	3.3839810619802724e-13	703.0349132919312	9.601769924163818
270000	2700	6049.401277303696	0.0	0.0	0.0	0.0	0.0	0.0009876817751264752	-4.791659578392282	-367.3881199870706	9.394592385075379e-17	188.8471599960327	7.227866653949023
280000	2800	6271.924178600311	0.0	0.0	0.0	0.0	0.0	0.0009780554135559213	-5.114764874454588	-447.3328400974274	6.105023293074639e-15	482.52280363082883	24.213430304080248
290000	2900	6494.822909116745	0.0	0.0	0.0	0.0	0.0	0.00096530802336747	-5.409688224885612	-360.76078772717716	3.32384413550169e-13	850.4862889862061	-0.28462946534156797
300000	3000	6719.383016586304	0.0	0.0	0.0	0.0	0.0	0.0009588880043938843	-5.632164972279221	-496.3386803212166	9.362619529569113e-19	481.8363147735596	-3.2794426131248473
310000	3100	6943.27477145195	0.0	0.0	0.0	0.0	0.0	0.0009334034479852562	-5.936897987682372	-428.68528224897386	3.3229073302986847e-13	341.59703704833987	6.221967112421989
320000	3200	7167.62078332901	0.0	0.0	0.0	0.0	0.0	0.0009353765619325714	-6.1992522813081745	-391.9749438538551	1.2196207104862875e-14	250.06146163940429	12.810003474205732
330000	3300	7391.057583332062	0.0	0.0	0.0	0.0	0.0	0.000925156292900283	-6.3900999473333355	-341.14591374222937	3.3238311709769923e-13	489.46170251846314	21.255244913101198
